Time,FilteredVoltage
-9050,924.775
-9040,890.750618318322
-9030,878.504916916554
-9020,885.404462379969
-9020,892.109278450764
-9010,888.825916809896
-9000,883.273072330358
-8990,884.118060787183
-8980,888.200593131861
-8980,888.369002524692
-8970,885.385136848485
-8960,884.954650150969
-8950,887.54371844506
-8950,888.50183723549
-8940,886.590197993872
-8930,885.668044917079
-8920,887.563921344498
-8910,889.001031875353
-8910,887.421808719246
-8900,885.359352589743
-8890,886.234445683265
-8880,888.93673340921
-8880,889.749446386422
-8870,887.816317895375
-8860,885.638147552358
-8850,885.017491522207
-8840,885.250629356947
-8840,885.186723866373
-8830,884.803082969967
-8820,884.416265501572
-8810,884.002718353611
-8800,883.690489049047
-8800,883.718441621047
-8790,883.783838431266
-8780,883.594214682161
-8770,883.954609570255
-8770,885.799460373245
-8760,888.105464579995
-8750,888.634246864263
-8740,887.291586980634
-8730,886.779229417024
-8730,888.746133769461
-8720,891.124721745708
-8710,891.116535004271
-8700,889.408279487197
-8700,888.968939828044
-8690,890.282142400911
-8680,890.556772134758
-8670,888.120402445425
-8660,885.081938038777
-8660,884.31243723942
-8650,885.624142956896
-8640,886.659606910064
-8630,886.35249322396
-8630,885.597481944331
-8620,885.115247155634
-8610,884.597407478408
-8600,883.931068649454
-8590,883.551058636153
-8590,883.291177476642
-8580,882.416259350236
-8570,881.255308902507
-8560,881.266358023837
-8550,882.67587708489
-8550,883.547137388329
-8540,882.486223001782
-8530,881.033286686941
-8520,881.564085026791
-8520,883.548064120683
-8510,884.075295330604
-8500,882.124394256614
-8490,880.040592424727
-8480,879.933860907638
-8480,880.675404648341
-8470,880.166079094093
-8460,879.11962692097
-8450,880.187758627769
-8450,883.686548223114
-8440,886.646456789303
-8430,886.816317615127
-8420,885.664653859448
-8410,886.040398359715
-8410,888.1491767997
-8400,889.606472296948
-8390,888.960060911627
-8380,887.361281517971
-8380,886.534283496895
-8370,886.63232959072
-8360,886.879581918853
-8350,887.246352766194
-8340,888.338234773077
-8340,890.049101663113
-8330,891.412077464204
-8320,891.869825821151
-8310,891.927050255936
-8300,892.280199616751
-8300,892.822357399875
-8290,892.86379483856
-8280,892.066367914158
-8270,890.8437203419
-8270,889.911168696193
-8260,889.564592262388
-8250,889.307426036132
-8240,888.190043328614
-8230,885.812840226862
-8230,883.142643214188
-8220,881.992868787889
-8210,883.288705425777
-8200,885.947193890726
-8200,887.85320678253
-8190,887.953388699842
-8180,887.047941624009
-8170,886.493458787325
-8160,886.607422152698
-8160,886.667103168847
-8150,886.135597216143
-8140,885.358370876842
-8130,885.069675589468
-8130,885.636661311465
-8120,886.879899213843
-8110,888.255014748069
-8100,889.047168059175
-8090,888.805239284279
-8090,887.971517932599
-8080,887.785455600687
-8070,888.995428095924
-8060,890.720144824593
-8050,891.21821754893
-8050,890.005459591704
-8040,888.620685809885
-8030,888.79566358741
-8020,890.290549577978
-8020,891.300697729837
-8010,890.899286468898
-8000,890.160109572162
-7990,890.452842687304
-7980,891.376607802402
-7980,891.268088694879
-7970,889.573474014814
-7960,887.792199874229
-7950,887.712698339515
-7950,889.287673924737
-7940,890.791744396399
-7930,890.810779599359
-7920,889.508683375409
-7910,887.972958065215
-7910,886.91052545028
-7900,886.299580881953
-7890,885.956782590414
-7880,885.937346564008
-7880,886.33139729402
-7870,886.98239918773
-7860,887.573952337898
-7850,887.880871899722
-7840,887.844595744418
-7840,887.529846217731
-7830,887.162220657175
-7820,887.1564325398
-7810,887.898463797284
-7800,889.346887854442
-7800,890.852724967745
-7790,891.497154291201
-7780,890.791505008502
-7770,889.180568484739
-7770,887.81463357725
-7760,887.624249875232
-7750,888.48506517211
-7740,889.351504599639
-7730,889.307024545844
-7730,888.444791316179
-7720,887.671514420455
-7710,887.746103358993
-7700,888.598782964854
-7700,889.479723758405
-7690,889.666101404749
-7680,889.162566651516
-7670,888.815624338501
-7660,889.473970895667
-7660,890.809085930584
-7650,891.38556709348
-7640,890.443463809313
-7630,889.190639281486
-7630,889.319704346125
-7620,890.38333647248
-7610,890.103525925642
-7600,887.813854397284
-7590,886.002851020707
-7590,887.084716503353
-7580,889.911492378763
-7570,891.494790585595
-7560,891.402757342989
-7550,891.84314214468
-7550,893.405627686356
-7540,893.747192587496
-7530,891.56584865349
-7520,889.034901780096
-7520,888.819502981636
-7510,892.463954252712
-7500,905.379348657006
-7490,939.617076716363
-7480,1003.61278972492
-7480,1087.04801852053
-7470,1161.62757846399
-7460,1201.47099309362
-7450,1201.17250195079
-7450,1172.78337243264
-7440,1130.67054915709
-7430,1084.7937526615
-7420,1044.36870701675
