Time,FilteredVoltage
-20000,0
-20000,0.809058236341798
-19900,0.981528832001402
-19900,0.626724572919997
-19900,1.1648943617558
-19900,0.641674944893197
-19900,0.552136129318001
-19900,0.652350328337796
-19800,0.343949043907998
-19800,0.457836494343198
-19800,0.941211823661199
-19800,0.857527522739794
-19800,0.544437487910599
-19800,0.851977849767202
-19800,0.952415804592
-19700,1.0415818255062
-19700,1.3643906896222
-19700,1.828271893959
-19700,1.1786917913698
-19700,1.213867618294
-19700,1.59334598039119
-19600,0.999345807773395
-19600,1.2073298450442
-19600,1.18651288093039
-19600,1.0185977940392
-19600,0.776852155579391
-19600,1.0266726918918
-19500,1.17060245944759
-19500,0.4309758201574
-19500,0.768521738534794
-19500,1.031108515668
-19500,0.770003790738592
-19500,1.2279752683438
-19500,1.9745457392808
-19400,1.821639196862
-19400,2.181687678693
-19400,2.6135907758388
-19400,1.9901129115668
-19400,2.2051337923638
-19400,2.198681869818
-19300,1.9967849652148
-19300,2.00654738423179
-19300,2.1896785752886
-19300,2.212922783806
-19300,1.784135007513
-19300,2.21758850219119
-19300,2.180450167249
-19200,2.220073639582
-19200,2.3792357155432
-19200,2.42021774254999
-19200,2.58012592032659
-19200,2.4187895930504
-19200,2.9826549213748
-19100,2.4155351842496
-19100,2.1867456931936
-19100,2.41123127333159
-19100,2.1911523199508
-19100,2.2063682333954
-19100,1.99630153942979
-19000,2.201304916049
-19000,1.80114234423299
-19000,2.39707047980039
-19000,2.80466516161879
-19000,2.9935511969626
-19000,3.20743646320219
-19000,2.791650888068
-18900,3.20884668722499
-18900,3.391021857452
-18900,3.8087191255032
-18900,3.191504580203
-18900,3.007721892347
-18900,2.993456125027
-18800,2.60525082263599
-18800,2.7963837336672
-18800,2.40211759952939
-18800,2.60000598594319
-18800,2.3981494543566
-18800,2.80433375200339
-18800,2.79362239341879
-18700,2.6088616658354
-18700,2.9892678684248
-18700,2.81327603185759
-18700,3.3845848234958
-18700,3.61781071673239
-18700,3.78029379481239
-18600,3.42181976744619
-18600,3.3768277236828
-18600,3.4252194501508
-18600,3.1735750501944
-18600,3.427775302719
-18600,3.1715517938874
-18500,3.2291614371908
