Time,Volt_In,Volt_Out
86466,1217,1206
86467,1221,1206
86467,1220,1206
86468,1221,1206
86469,1217,1206
86470,1219,1206
86471,1221,1206
86471,1219,1206
86472,1220,1206
86473,1222,1206
86474,1220,1206
86475,1220,1206
86475,1226,1206
86476,1218,1206
86477,1216,1206
86478,1223,1206
86479,1218,1206
86479,1219,1206
86480,1223,1206
86481,1220,1206
86482,1220,1206
86483,1219,1206
86483,1222,1206
86484,1222,1206
86485,1218,1206
86486,1219,1206
86487,1223,1206
86487,1222,1206
86488,1217,1206
86489,1217,1206
86490,1217,1206
86491,1221,1206
86491,1220,1206
86492,1217,1206
86493,1218,1206
86494,1220,1206
86495,1220,1206
86495,1223,1206
86496,1220,1206
86497,1218,1206
86498,1221,1206
86499,1220,1206
86499,1221,1206
86500,1223,1206
86501,1217,1206
86502,1221,1206
86503,1222,1206
86503,1220,1206
86504,1222,1206
86505,1224,1206
86506,1220,1206
86507,1220,1206
86507,1221,1206
86508,1218,1206
86509,1228,1206
86510,1220,1206
86511,1220,1206
86511,1219,1206
86512,1220,1206
86513,1220,1206
86514,1220,1206
86515,1220,1206
86515,1218,1206
86516,1223,1206
86517,1221,1206
86518,1216,1206
86519,1218,1206
86519,1220,1206
86520,1220,1206
86521,1217,1206
86522,1220,1206
86523,1218,1206
86523,1220,1206
86524,1222,1206
86525,1220,1206
86526,1219,1206
86527,1221,1206
86527,1220,1206
86528,1220,1206
86529,1219,1206
86530,1218,1206
86531,1221,1206
86531,1220,1206
86532,1220,1206
86533,1221,1206
86534,1220,1206
86535,1220,1206
86535,1220,1206
86536,1229,1206
86537,1215,1206
86538,1217,1206
86539,1221,1206
86539,1220,1206
86540,1220,1206
86541,1219,1206
86542,1220,1206
86543,1219,1206
86543,1219,1206
86544,1223,1206
86545,1223,1206
86546,1219,1206
86547,1217,1206
86547,1216,1206
86548,1219,1206
86549,1219,1206
86550,1216,1206
86551,1220,1206
86551,1219,1206
86552,1223,1206
86553,1222,1206
86554,1218,1206
86555,1221,1206
86555,1218,1206
86556,1220,1206
86557,1218,1206
86558,1220,1206
86559,1224,1206
86559,1220,1206
86560,1226,1206
86561,1220,1206
86562,1220,1206
86563,1222,1206
86563,1218,1206
86564,1221,1206
86565,1220,1206
86566,1219,1206
86567,1220,1206
86567,1218,1206
86568,1220,1206
86569,1219,1206
86570,1220,1206
86571,1222,1206
86571,1222,1206
86572,1220,1206
86573,1219,1206
86574,1218,1206
86575,1220,1206
86575,1220,1206
86576,1224,1206
86577,1217,1206
86578,1223,1206
86579,1220,1206
86579,1216,1206
86580,1219,1206
86581,1220,1206
86582,1220,1206
86583,1220,1206
86583,1222,1206
86584,1221,1206
86585,1219,1206
86586,1220,1206
86587,1223,1206
86587,1220,1206
86588,1223,1206
86589,1218,1206
86590,1226,1206
86591,1223,1206
86591,1220,1206
86592,1216,1206
86593,1222,1206
86594,1218,1206
86595,1217,1206
86595,1222,1206
86596,1219,1206
86597,1221,1206
86598,1221,1206
86599,1222,1206
86599,1220,1206
86600,1219,1206
86601,1221,1206
86602,1222,1206
86603,1221,1206
86603,1222,1206
86604,1222,1206
86605,1220,1206
86606,1217,1206
86607,1221,1206
86607,1219,1206
86608,1222,1206
86609,1223,1206
86610,1219,1206
86611,1220,1206
86611,1220,1206
86612,1217,1206
86613,1219,1206
86614,1218,1206
86615,1217,1206
86615,1217,1206
86616,1224,1206
86617,1221,1206
86618,1220,1206
86619,1220,1206
86620,1220,1206
86620,1224,1206
86621,1219,1206
86622,1220,1206
86623,1221,1206
86624,1222,1206
86624,1220,1206
86625,1220,1206
86626,1221,1206
86627,1222,1206
86628,1220,1206
86628,1220,1206
86629,1220,1206
86630,1220,1206
86631,1220,1206
86632,1219,1206
86632,1221,1206
86633,1220,1206
86634,1220,1206
86635,1220,1206
86636,1217,1206
86636,1219,1206
86637,1220,1206
86638,1222,1206
86639,1221,1206
86639,1220,1206
86640,1224,1206
86641,1224,1206
86642,1218,1206
86643,1222,1206
86644,1218,1206
86644,1225,1206
86645,1218,1206
86646,1219,1206
86647,1224,1206
86648,1220,1206
86648,1219,1206
86649,1218,1206
86650,1220,1206
86651,1220,1206
86651,1222,1206
86652,1224,1206
86653,1221,1206
86654,1226,1206
86655,1219,1206
86656,1217,1206
86656,1218,1206
86657,1220,1206
86658,1220,1206
86659,1220,1206
86660,1218,1206
86660,1220,1206
86661,1222,1206
86662,1221,1206
86663,1220,1206
86664,1220,1206
86664,1221,1206
86665,1220,1206
86666,1220,1206
86667,1218,1206
86668,1217,1206
86668,1221,1206
86669,1220,1206
86670,1220,1206
86671,1221,1206
86671,1220,1206
86672,1223,1206
86673,1220,1206
86674,1222,1206
86675,1223,1206
86676,1220,1206
86676,1224,1206
86677,1221,1206
86678,1220,1206
86679,1222,1206
86680,1220,1206
86680,1222,1206
86681,1220,1206
86682,1220,1206
86683,1220,1206
86684,1215,1206
86684,1219,1206
86685,1220,1206
86686,1220,1206
86687,1220,1206
86688,1218,1206
86688,1221,1206
86689,1221,1206
86690,1222,1206
86691,1221,1206
86692,1218,1206
86692,1220,1206
86693,1220,1206
86694,1220,1206
86695,1220,1206
86696,1220,1206
86696,1232,1206
86697,1219,1206
86698,1219,1206
86699,1220,1206
86700,1219,1206
86700,1222,1206
86701,1220,1206
86702,1222,1206
86703,1219,1206
86704,1220,1206
86704,1220,1206
86705,1223,1206
86706,1217,1206
86707,1221,1206
86708,1220,1206
86708,1221,1206
86709,1220,1206
86710,1221,1206
86711,1220,1206
86712,1216,1206
86712,1224,1206
86713,1220,1206
86714,1220,1206
86715,1224,1206
86716,1220,1206
86716,1220,1206
86717,1217,1206
86718,1220,1206
86719,1219,1206
86720,1219,1206
86720,1221,1206
86721,1220,1206
86722,1220,1206
86723,1224,1206
86724,1220,1206
86724,1223,1206
86725,1220,1206
86726,1222,1206
86727,1220,1206
86728,1217,1206
86728,1220,1206
86729,1222,1206
86730,1220,1206
86731,1219,1206
86732,1220,1206
86732,1219,1206
86733,1219,1206
86734,1219,1206
86735,1220,1206
86736,1218,1206
86736,1219,1206
86737,1220,1206
86738,1220,1206
86739,1223,1206
86740,1218,1206
86740,1224,1206
86741,1220,1206
86742,1222,1206
86743,1219,1206
86744,1220,1206
86744,1220,1206
86745,1221,1206
86746,1220,1206
86747,1222,1206
86748,1220,1206
86748,1221,1206
86749,1221,1206
86750,1217,1206
86751,1222,1206
86752,1220,1206
86752,1222,1206
86753,1219,1206
86754,1221,1206
86755,1221,1206
86756,1220,1206
86756,1220,1206
86757,1220,1206
86758,1220,1206
86759,1220,1206
86760,1218,1206
86760,1220,1206
86761,1223,1206
86762,1219,1206
86763,1221,1206
86764,1218,1206
86764,1219,1206
86765,1220,1206
86766,1217,1206
86767,1220,1206
86768,1219,1206
86768,1221,1206
86769,1220,1206
86770,1221,1206
86771,1221,1206
86772,1220,1206
86772,1220,1206
86773,1218,1206
86774,1220,1206
86775,1220,1206
86776,1222,1206
86776,1220,1206
86777,1220,1206
86778,1220,1206
86779,1223,1206
86780,1219,1206
86780,1220,1206
86781,1220,1206
86782,1220,1206
86783,1220,1206
86784,1220,1206
86784,1221,1206
86785,1223,1206
86786,1228,1206
86787,1223,1206
86788,1220,1206
86788,1218,1206
86789,1219,1206
86790,1220,1206
86791,1220,1206
86792,1219,1206
86792,1223,1206
86793,1218,1206
86794,1218,1206
86795,1220,1206
86796,1219,1206
86796,1220,1206
86797,1223,1206
86798,1220,1206
86799,1218,1206
86800,1220,1206
86800,1220,1206
86801,1221,1206
86802,1220,1206
86803,1222,1206
86804,1220,1206
86804,1224,1206
86805,1220,1206
86806,1228,1206
86807,1225,1206
86808,1217,1206
86808,1220,1206
86809,1223,1206
86810,1216,1206
86811,1220,1206
86812,1220,1206
86812,1221,1206
86813,1220,1206
86814,1218,1206
86815,1224,1206
86816,1218,1206
86816,1220,1206
86817,1221,1206
86818,1219,1206
86819,1220,1206
86820,1220,1206
86820,1218,1206
86821,1221,1206
86822,1220,1206
86823,1220,1206
86824,1220,1206
86824,1221,1206
86825,1220,1206
86826,1220,1206
86827,1220,1206
86828,1220,1206
86828,1221,1206
86829,1221,1206
86830,1219,1206
86831,1224,1206
86832,1218,1206
86832,1222,1206
86833,1220,1206
86834,1220,1206
86835,1223,1206
86836,1222,1206
86836,1224,1206
86837,1219,1206
86838,1220,1206
86839,1220,1206
86840,1220,1206
86840,1219,1206
86841,1222,1206
86842,1217,1206
86843,1221,1206
86844,1218,1206
86844,1219,1206
86845,1222,1206
86846,1220,1206
86847,1220,1206
86848,1220,1206
86848,1220,1206
86849,1220,1206
86850,1217,1206
86851,1217,1206
86852,1221,1206
86852,1222,1206
86853,1219,1206
86854,1220,1206
86855,1222,1206
86856,1220,1206
86856,1223,1206
86857,1220,1206
86858,1219,1206
86859,1219,1206
86860,1221,1206
86860,1221,1206
86861,1223,1206
86862,1218,1206
86863,1221,1206
86864,1219,1206
86864,1218,1206
86865,1222,1206
86866,1219,1206
86867,1217,1206
86868,1220,1206
86868,1220,1206
86869,1222,1206
86870,1220,1206
86871,1216,1206
86872,1220,1206
86872,1222,1206
86873,1220,1206
86874,1218,1206
86875,1221,1206
86876,1222,1206
86876,1221,1206
86877,1218,1206
86878,1219,1206
86879,1221,1206
86880,1218,1206
86880,1220,1206
86881,1219,1206
86882,1220,1206
86883,1218,1206
86884,1219,1206
86884,1220,1206
86885,1224,1206
86886,1219,1206
86887,1222,1206
86888,1220,1206
86888,1220,1206
86889,1220,1206
86890,1220,1206
86891,1223,1206
86892,1220,1206
86892,1221,1206
86893,1223,1206
86894,1220,1206
86895,1220,1206
86896,1220,1206
86896,1221,1206
86897,1222,1206
86898,1220,1206
86899,1223,1206
86900,1220,1206
86900,1220,1206
86901,1220,1206
86902,1219,1206
86903,1224,1206
86904,1218,1206
86904,1221,1206
86905,1221,1206
86906,1218,1206
86907,1224,1206
86908,1220,1206
86908,1220,1206
86909,1219,1206
86910,1220,1206
86911,1220,1206
86912,1220,1206
86912,1221,1206
86913,1220,1206
86914,1219,1206
86915,1220,1206
86916,1220,1206
86916,1220,1206
86917,1220,1206
86918,1220,1206
86919,1218,1206
86920,1220,1206
86920,1220,1206
86921,1221,1206
86922,1220,1206
86923,1220,1206
86924,1219,1206
86924,1221,1206
86925,1221,1206
86926,1219,1206
86927,1222,1206
86928,1220,1206
86928,1221,1206
86929,1220,1206
86930,1219,1206
86931,1220,1206
86932,1220,1206
86932,1220,1206
86933,1220,1206
86934,1219,1206
86935,1220,1206
86936,1220,1206
86936,1223,1206
86937,1220,1206
86938,1221,1206
86939,1222,1206
86940,1220,1206
86940,1219,1206
86941,1220,1206
86942,1220,1206
86943,1221,1206
86944,1218,1206
86944,1220,1206
86945,1220,1206
86946,1220,1206
86947,1220,1206
86948,1219,1206
86948,1223,1206
86949,1220,1206
86950,1220,1206
86951,1221,1206
86952,1218,1206
86952,1221,1206
86953,1221,1206
86954,1219,1206
86955,1220,1206
86956,1218,1206
86956,1219,1206
86957,1220,1206
86958,1221,1206
86959,1221,1206
86960,1220,1206
86960,1220,1206
86961,1219,1206
86962,1220,1206
86963,1218,1206
86964,1220,1206
86964,1219,1206
86965,1217,1206
86966,1220,1206
86967,1222,1206
86968,1222,1206
86968,1220,1206
86969,1220,1206
86970,1221,1206
86971,1224,1206
86972,1220,1206
86973,1224,1206
86973,1220,1206
86974,1220,1206
86975,1223,1206
86976,1220,1206
86976,1221,1206
86977,1220,1206
86978,1218,1206
86979,1221,1206
86980,1220,1206
86980,1220,1206
86981,1221,1206
86982,1220,1206
86983,1221,1206
86984,1220,1206
86984,1220,1206
86985,1221,1206
86986,1220,1206
86987,1222,1206
86988,1221,1206
86988,1220,1206
86989,1222,1206
86990,1219,1206
86991,1221,1206
86992,1220,1206
86993,1216,1206
86993,1221,1206
86994,1228,1206
86995,1223,1206
86996,1220,1206
86997,1222,1206
86997,1218,1206
86998,1220,1206
86999,1224,1206
87000,1220,1206
87001,1221,1206
87001,1220,1206
87002,1220,1206
87003,1221,1206
87004,1220,1206
87005,1216,1206
87005,1218,1206
87006,1219,1206
87007,1222,1206
87008,1220,1206
87009,1220,1206
87009,1219,1206
87010,1218,1206
87011,1220,1206
87012,1220,1206
87013,1220,1206
87013,1224,1206
87014,1220,1206
87015,1223,1206
87016,1220,1206
87017,1219,1206
87017,1219,1206
87018,1220,1206
87019,1221,1206
87020,1218,1206
87021,1221,1206
87021,1221,1206
87022,1220,1206
87023,1210,1206
87024,1219,1206
87025,1226,1206
87025,1224,1206
87026,1219,1206
87027,1222,1206
87028,1220,1206
