Time,Volt_In
4453825,3026
4453826,2988
4453827,2799
4453827,2500
4453828,2141
4453829,1765
4453830,1451
4453831,1192
4453832,1049
4453832,1041
4453833,1153
4453834,1381
4453835,1731
4453836,2052
4453837,2410
4453837,2726
4453838,2933
4453839,3023
4453840,2997
4453841,2810
4453842,2543
4453842,2205
4453843,1834
4453844,1485
4453845,1217
4453846,1069
4453847,1020
4453847,1116
4453848,1327
4453849,1625
4453850,1940
4453851,2324
4453852,2654
4453852,2895
4453853,3021
4453854,3013
4453855,2876
4453856,2615
4453857,2291
4453857,1905
4453858,1570
4453859,1285
4453860,1098
4453861,1027
4453861,1064
4453862,1242
4453863,1535
4453864,1915
4453865,2233
4453866,2566
4453867,2847
4453867,3000
4453868,3028
4453869,2926
4453870,2689
4453871,2382
4453872,2019
4453872,1653
4453873,1333
4453874,1128
4453875,1017
4453876,1061
4453877,1209
4453877,1449
4453878,1804
4453879,2131
4453880,2469
4453881,2763
4453881,2957
4453882,3030
4453883,2984
4453884,2772
4453885,2495
4453886,2141
4453886,1768
4453887,1453
4453888,1190
4453889,1051
4453890,1023
4453891,1145
4453891,1359
4453892,1671
4453893,2013
4453894,2390
4453895,2710
4453896,2933
4453896,3021
4453897,2976
4453898,2784
4453899,2518
4453900,2170
4453901,1797
4453902,1464
4453902,1199
4453903,1051
4453904,1032
4453905,1133
4453906,1362
4453907,1684
4453907,2059
4453908,2415
4453909,2713
4453910,2929
4453911,3025
4453912,2978
4453912,2813
4453913,2557
4453914,2231
4453915,1848
4453916,1493
4453917,1217
4453917,1067
4453918,1025
4453919,1109
4453920,1322
4453921,1650
4453922,2001
4453922,2362
4453923,2690
4453924,2913
4453925,3025
4453926,3008
4453927,2839
4453927,2565
4453928,2218
4453929,1844
4453930,1510
4453931,1248
4453932,1078
4453932,1032
4453933,1118
4453934,1348
4453935,1617
4453936,1973
4453937,2340
4453938,2675
4453938,2908
4453939,3045
4453940,2997
4453941,2845
4453942,2563
4453943,2218
4453944,1838
4453944,1481
4453945,1218
4453946,1062
4453947,1026
4453948,1118
4453948,1306
4453949,1617
4453950,1946
4453951,2316
4453952,2660
4453953,2893
4453953,3022
4453954,3010
4453955,2884
4453956,2611
4453957,2288
4453958,1907
4453958,1576
4453959,1286
4453960,1101
4453961,1024
4453962,1087
4453963,1280
4453963,1573
4453964,1921
4453965,2258
4453966,2605
4453967,2862
4453968,3006
4453968,3021
4453969,2909
4453970,2672
4453971,2344
