Time,Volt_In
5203758,1036
5203759,1200
5203759,1510
5203760,1934
5203761,2399
5203762,2793
5203763,3013
5203764,3017
5203764,2793
5203765,2423
5203766,1963
5203767,1534
5203768,1199
5203768,1032
5203769,1064
5203770,1287
5203771,1661
5203772,2122
5203772,2539
5203773,2888
5203774,3033
5203775,2932
5203776,2663
5203777,2253
5203777,1803
5203778,1377
5203779,1093
5203780,1029
5203781,1166
5203782,1514
5203782,1931
5203783,2410
5203784,2804
5203785,3009
5203786,3001
5203787,2775
5203787,2414
5203788,1938
5203789,1490
5203790,1163
5203791,1023
5203792,1110
5203792,1352
5203793,1752
5203794,2207
5203795,2660
5203796,2948
5203797,3037
5203798,2891
5203798,2588
5203799,2146
5203800,1672
5203801,1288
5203802,1060
5203802,1037
5203803,1242
5203804,1605
5203805,2077
5203806,2541
5203807,2899
5203808,3026
5203808,2977
5203809,2712
5203810,2297
5203811,1797
5203812,1401
5203812,1117
5203813,1022
5203814,1147
5203815,1480
5203816,1926
5203817,2418
5203818,2767
5203818,2996
5203819,3010
5203820,2810
5203821,2429
5203822,1947
5203823,1514
5203823,1199
5203824,1022
5203825,1092
5203826,1350
5203827,1788
5203828,2211
5203828,2635
5203829,2934
5203830,3034
5203831,2897
5203832,2565
5203833,2124
5203833,1636
5203834,1252
5203835,1046
5203836,1054
5203837,1276
5203838,1631
5203838,2110
5203839,2558
5203840,2889
5203841,3022
5203842,2959
5203843,2677
5203843,2260
5203844,1773
5203845,1344
5203846,1093
5203847,1022
5203848,1163
5203848,1458
5203849,1902
5203850,2390
5203851,2778
5203852,3017
5203853,3014
5203853,2826
5203854,2444
5203855,1980
5203856,1516
5203857,1186
5203858,1037
5203858,1087
5203859,1332
5203860,1760
5203861,2227
5203862,2685
5203863,2937
5203863,3022
5203864,2911
5203865,2576
5203866,2124
5203867,1656
5203868,1294
5203868,1059
5203869,1045
5203870,1241
5203871,1635
5203872,2111
5203873,2530
5203873,2859
5203874,3018
5203875,2969
5203876,2689
5203877,2302
5203878,1834
5203878,1423
5203879,1115
5203880,1017
5203881,1135
5203882,1409
5203883,1858
5203883,2338
5203884,2758
5203885,2998
5203886,2998
5203887,2814
5203888,2433
5203888,1997
5203889,1555
5203890,1212
5203891,1041
5203892,1062
5203893,1296
5203893,1701
5203894,2192
5203895,2615
5203896,2934
5203897,3021
5203898,2921
5203898,2603
5203899,2150
5203900,1676
5203901,1273
5203902,1057
5203903,1035
5203904,1230
5203904,1592
5203905,2068
5203906,2526
5203907,2903
5203908,3020
5203909,2971
5203909,2706
5203910,2295
5203911,1807
5203912,1399
5203913,1112
5203914,1021
5203914,1148
5203915,1469
5203916,1921
5203917,2409
5203918,2764
5203919,2988
5203919,3013
5203920,2807
5203921,2424
5203922,1963
5203923,1528
5203924,1200
5203924,1024
5203925,1067
5203926,1319
5203927,1683
5203928,2170
5203928,2618
5203929,2918
5203930,3030
5203931,2926
5203932,2630
5203933,2181
5203934,1706
5203934,1300
5203935,1076
5203936,1042
5203937,1190
5203938,1510
5203938,1969
5203939,2440
5203940,2822
5203941,3033
5203942,2990
5203943,2768
5203943,2396
5203944,1913
5203945,1466
5203946,1148
5203947,1022
5203948,1105
5203948,1383
5203949,1784
5203950,2245
5203951,2645
5203952,2933
5203952,3026
5203953,2904
5203954,2591
5203955,2167
5203956,1699
5203957,1320
5203957,1066
5203958,1031
5203959,1191
5203960,1513
5203961,1935
5203961,2407
5203962,2781
5203963,3009
5203964,3000
5203965,2774
5203966,2375
5203967,1893
5203967,1441
5203968,1158
5203969,1022
5203970,1108
5203971,1363
5203971,1777
5203972,2258
5203973,2698
5203974,2975
5203975,3017
5203976,2855
5203977,2515
5203977,2061
5203978,1600
5203979,1242
5203980,1044
5203981,1042
5203981,1242
5203982,1601
5203983,2054
5203984,2493
5203985,2855
5203986,3022
5203986,2964
5203987,2726
5203988,2312
5203989,1860
5203990,1419
5203991,1117
5203991,1022
5203992,1150
5203993,1476
5203994,1880
5203995,2320
5203996,2717
5203996,2981
5203997,3014
5203998,2835
5203999,2477
5204000,2009
5204001,1551
5204001,1191
5204002,1024
5204003,1082
5204004,1319
5204005,1736
5204006,2220
5204007,2671
5204007,2933
5204008,3022
5204009,2910
5204010,2606
5204011,2135
5204012,1643
5204012,1288
5204013,1065
5204014,1037
5204015,1229
5204016,1593
5204017,2057
5204017,2507
5204018,2865
5204019,3020
5204020,2974
5204021,2718
5204022,2294
5204022,1834
5204023,1418
5204024,1137
5204025,1032
5204026,1116
5204026,1429
5204027,1861
5204028,2357
5204029,2722
5204030,2963
5204031,3017
5204031,2834
5204032,2479
5204033,2004
5204034,1564
5204035,1205
5204036,1032
5204037,1070
5204037,1342
5204038,1751
5204039,2200
5204040,2640
5204041,2938
5204042,3031
5204042,2911
5204043,2594
5204044,2162
5204045,1691
5204046,1286
5204047,1054
5204047,1034
5204048,1233
5204049,1583
5204050,2037
5204051,2499
5204052,2855
5204052,3020
5204053,2980
5204054,2733
5204055,2308
5204056,1827
5204057,1403
5204057,1120
5204058,1026
5204059,1131
5204060,1454
5204061,1892
5204062,2382
5204062,2744
5204063,3004
5204064,3015
5204065,2818
5204066,2449
5204067,1992
5204067,1550
5204068,1197
5204069,1033
5204070,1079
5204071,1342
5204072,1747
5204072,2218
5204073,2648
5204074,2933
5204075,3035
5204076,2907
5204077,2578
5204077,2163
5204078,1683
5204079,1323
5204080,1070
5204081,1045
5204082,1225
5204082,1593
5204083,2063
5204084,2490
5204085,2853
5204086,3027
5204087,2962
5204088,2710
5204088,2309
5204089,1862
5204090,1423
5204091,1116
5204092,1031
5204092,1135
5204093,1460
5204094,1878
5204095,2353
5204096,2767
5204097,2987
5204098,3000
5204098,2768
5204099,2381
5204100,1926
5204101,1476
5204102,1153
5204103,1025
5204104,1104
5204104,1406
5204105,1805
5204106,2251
5204107,2672
5204108,2952
5204108,3025
5204109,2870
5204110,2532
5204111,2067
5204112,1590
5204113,1236
5204114,1045
5204114,1070
5204115,1282
5204116,1678
5204117,2145
5204118,2596
5204119,2897
5204119,3034
5204120,2942
5204121,2636
5204122,2204
5204123,1700
5204124,1308
5204125,1076
5204125,1045
5204126,1226
5204127,1573
5204128,2034
5204129,2494
5204130,2862
5204130,3042
5204131,2983
5204132,2736
5204133,2333
5204134,1842
5204135,1423
5204135,1126
5204136,1021
5204137,1127
5204138,1449
5204139,1880
5204140,2372
5204140,2771
5204141,2976
5204142,3019
5204143,2838
5204144,2453
5204145,1983
5204145,1537
5204146,1208
5204147,1041
5204148,1070
5204149,1302
5204149,1691
5204150,2121
5204151,2552
5204152,2869
5204153,3030
5204154,2946
5204154,2685
5204155,2274
5204156,1793
5204157,1384
5204158,1118
5204158,1025
5204159,1122
5204160,1409
5204161,1834
5204162,2324
5204163,2740
5204163,3004
5204164,3031
5204165,2855
5204166,2510
5204167,2043
5204168,1577
5204168,1220
5204169,1028
5204170,1062
5204171,1293
5204172,1659
5204173,2120
5204173,2541
5204174,2895
5204175,3030
5204176,2948
5204177,2671
5204178,2259
5204178,1808
5204179,1382
5204180,1095
5204181,1015
5204182,1181
5204183,1523
5204183,1927
5204184,2427
5204185,2806
5204186,3012
5204187,2992
5204188,2742
5204188,2352
5204189,1894
5204190,1469
5204191,1140
5204192,1021
5204193,1127
5204193,1435
5204194,1835
5204195,2292
5204196,2708
5204197,2980
5204198,3022
5204199,2843
5204199,2480
5204200,2048
5204201,1593
5204202,1228
5204203,1043
5204204,1076
5204204,1295
5204205,1672
5204206,2161
5204207,2613
5204208,2920
5204209,3045
5204209,2924
5204210,2595
5204211,2149
5204212,1685
5204213,1295
5204214,1063
5204214,1033
5204215,1232
5204216,1589
5204217,2062
5204218,2500
5204219,2864
5204219,3019
5204220,2972
5204221,2706
5204222,2290
5204223,1834
5204224,1402
5204224,1138
5204225,1013
5204226,1116
5204227,1388
5204228,1814
5204228,2251
5204229,2676
5204230,2959
5204231,3026
5204232,2876
5204233,2541
5204233,2115
5204234,1631
5204235,1259
5204236,1050
5204237,1052
5204238,1282
5204238,1634
5204239,2068
5204240,2509
5204241,2862
5204242,3025
5204243,2980
5204243,2718
5204244,2307
5204245,1838
5204246,1391
5204247,1101
5204248,1029
5204248,1137
5204249,1456
5204250,1900
5204251,2342
5204252,2742
5204252,2975
5204253,3017
5204254,2843
5204255,2475
5204256,2029
5204257,1571
5204257,1244
5204258,1050
5204259,1058
5204260,1288
5204261,1681
5204262,2167
5204262,2572
5204263,2890
5204264,3038
5204265,2942
5204266,2640
5204267,2220
5204267,1751
5204268,1362
5204269,1088
5204270,1026
5204271,1190
5204272,1556
5204272,1969
5204273,2433
5204274,2802
5204275,3012
5204276,3000
5204277,2777
5204277,2387
5204278,1948
5204279,1484
5204280,1171
5204281,1027
5204282,1083
5204282,1317
5204283,1707
5204284,2189
5204285,2645
5204286,2951
5204287,3022
5204287,2922
5204288,2615
5204289,2162
5204290,1678
5204291,1299
5204291,1067
5204292,1025
5204293,1201
5204294,1555
5204295,2000
5204296,2436
5204296,2808
5204297,3005
5204298,2983
5204299,2764
5204300,2381
5204301,1934
5204301,1473
5204302,1149
5204303,1019
5204304,1110
5204305,1421
5204306,1805
5204306,2249
5204307,2669
5204308,2952
5204309,3022
5204310,2890
5204311,2532
5204311,2112
5204312,1653
5204313,1257
5204314,1050
5204315,1065
5204316,1252
5204316,1613
5204317,2096
5204318,2554
5204319,2899
5204320,3047
5204321,2957
5204321,2694
5204322,2271
5204323,1793
5204324,1357
5204325,1101
5204326,1020
5204326,1158
5204327,1491
5204328,1954
5204329,2428
5204330,2828
5204331,2998
5204331,3001
5204332,2799
5204333,2408
5204334,1930
5204335,1486
5204336,1166
5204336,1021
5204337,1101
5204338,1365
5204339,1801
5204340,2287
5204341,2668
5204341,2952
5204342,3029
5204343,2880
5204344,2537
5204345,2110
5204346,1655
5204346,1277
5204347,1056
5204348,1050
5204349,1268
5204350,1676
5204351,2100
5204351,2539
5204352,2880
5204353,3026
5204354,2939
5204355,2693
5204356,2258
5204356,1806
5204357,1393
5204358,1113
5204359,1020
5204360,1124
5204361,1448
5204361,1890
5204362,2357
5204363,2749
5204364,3001
5204365,3019
5204366,2818
5204366,2451
5204367,1988
5204368,1549
5204369,1199
5204370,1031
5204370,1058
5204371,1299
5204372,1694
5204373,2183
5204374,2653
5204375,2912
5204375,3032
5204376,2938
5204377,2621
5204378,2187
5204379,1722
5204380,1335
5204380,1083
5204381,1041
5204382,1168
5204383,1518
5204384,1937
5204385,2415
5204385,2799
5204386,3009
5204387,2978
5204388,2742
5204389,2336
5204390,1878
5204391,1456
5204391,1148
5204392,1014
5204393,1116
5204394,1449
5204395,1843
5204396,2316
5204396,2725
5204397,2984
5204398,3032
5204399,2833
5204400,2466
5204401,1996
5204401,1533
5204402,1186
5204403,1030
5204404,1082
5204405,1320
5204406,1718
5204406,2201
5204407,2642
5204408,2926
5204409,3031
5204410,2917
5204411,2586
5204412,2147
5204412,1675
5204413,1293
5204414,1069
5204415,1041
5204416,1224
5204416,1582
5204417,2040
5204418,2511
5204419,2860
5204420,3013
5204421,2981
5204422,2698
5204422,2274
5204423,1782
5204424,1357
5204425,1098
5204426,1029
5204427,1149
5204427,1489
5204428,1901
5204429,2370
5204430,2736
5204431,2992
5204432,3009
5204432,2798
5204433,2453
5204434,1992
5204435,1564
5204436,1200
5204437,1037
5204437,1090
5204438,1329
5204439,1751
5204440,2191
5204441,2635
5204442,2930
5204442,3036
5204443,2900
5204444,2594
5204445,2173
5204446,1693
5204447,1288
5204447,1062
5204448,1046
5204449,1233
5204450,1578
5204451,1995
5204451,2464
5204452,2840
5204453,3013
5204454,3004
5204455,2753
5204456,2368
5204456,1894
5204457,1444
5204458,1133
5204459,1031
5204460,1116
5204461,1419
5204461,1834
5204462,2324
5204463,2730
5204464,3009
5204465,3019
5204466,2851
5204467,2505
5204467,2038
5204468,1571
5204469,1228
5204470,1044
5204471,1062
5204472,1295
5204472,1657
5204473,2123
5204474,2545
5204475,2892
5204476,3028
5204477,2938
5204477,2672
5204478,2246
5204479,1801
5204480,1380
5204481,1092
5204481,1029
5204482,1176
5204483,1514
5204484,1940
5204485,2417
5204486,2806
5204487,3013
5204487,2984
5204488,2739
5204489,2338
5204490,1873
5204491,1463
5204492,1142
5204492,1014
5204493,1118
5204494,1448
5204495,1838
5204496,2319
5204497,2713
5204497,2982
5204498,3019
5204499,2841
5204500,2492
5204501,2050
5204502,1602
5204502,1250
5204503,1041
5204504,1048
5204505,1261
5204506,1656
5204507,2114
5204507,2568
5204508,2897
5204509,3019
5204510,2943
5204511,2645
5204512,2197
5204512,1735
5204513,1331
5204514,1068
5204515,1029
5204516,1194
5204517,1537
5204517,1967
5204518,2436
5204519,2793
5204520,2999
5204521,2992
5204522,2755
5204522,2349
5204523,1875
5204524,1453
5204525,1150
5204526,1025
5204527,1107
5204527,1422
5204528,1867
5204529,2353
5204530,2715
5204531,2975
5204532,3021
5204533,2841
5204533,2489
5204534,2023
5204535,1573
5204536,1228
5204537,1034
5204537,1059
5204538,1276
5204539,1636
5204540,2104
5204541,2544
5204542,2885
5204542,3026
5204543,2955
5204544,2683
5204545,2249
5204546,1754
5204547,1347
5204547,1090
5204548,1026
5204549,1162
5204550,1498
5204551,1964
5204552,2430
5204552,2788
5204553,3015
5204554,3014
5204555,2796
5204556,2385
5204557,1899
5204557,1495
5204558,1159
5204559,1017
5204560,1108
5204561,1386
5204562,1813
5204562,2279
5204563,2697
5204564,2959
5204565,3032
5204566,2866
5204567,2536
5204567,2098
5204568,1640
5204569,1276
5204570,1056
5204571,1029
5204572,1236
5204572,1618
5204573,2103
5204574,2516
5204575,2855
5204576,3014
5204577,2957
5204577,2692
5204578,2293
5204579,1824
5204580,1417
5204581,1118
5204582,1016
5204582,1135
5204583,1414
5204584,1808
5204585,2286
5204586,2709
5204586,2978
5204587,3022
5204588,2844
5204589,2493
5204590,2003
5204591,1546
5204592,1185
5204592,1021
5204593,1098
5204594,1334
5204595,1743
5204596,2216
5204597,2663
5204598,2950
5204598,3029
5204599,2883
5204600,2537
5204601,2079
5204602,1604
5204603,1249
5204603,1042
5204604,1037
5204605,1269
5204606,1639
5204607,2122
5204608,2568
5204608,2899
5204609,3030
5204610,2948
5204611,2661
5204612,2201
5204613,1718
5204614,1331
5204614,1078
5204615,1022
5204616,1170
5204617,1510
5204618,1968
5204618,2436
5204619,2793
5204620,3009
5204621,2996
5204622,2753
5204623,2344
5204624,1861
5204624,1419
5204625,1145
5204626,1018
5204627,1118
5204628,1434
5204629,1858
5204629,2356
5204630,2720
5204631,2964
5204632,3022
5204633,2847
5204634,2471
5204634,2008
5204635,1559
5204636,1195
5204637,1029
5204638,1077
5204639,1338
5204639,1741
5204640,2195
5204641,2640
5204642,2933
5204643,3025
5204644,2899
5204644,2602
5204645,2171
5204646,1693
5204647,1292
5204648,1048
5204649,1043
5204649,1242
5204650,1572
5204651,1984
5204652,2456
5204653,2827
5204654,3013
5204654,3001
5204655,2751
5204656,2361
5204657,1898
5204658,1444
5204659,1138
5204659,1030
5204660,1116
5204661,1403
5204662,1838
5204663,2328
5204664,2741
5204664,2996
5204665,3021
5204666,2860
5204667,2513
5204668,2037
5204669,1577
5204669,1225
5204670,1043
5204671,1060
5204672,1285
5204673,1656
5204674,2125
5204674,2542
5204675,2887
5204676,3029
5204677,2941
5204678,2673
5204679,2259
5204679,1801
5204680,1365
5204681,1103
5204682,1028
5204683,1181
5204684,1526
5204684,1938
5204685,2423
5204686,2806
5204687,3015
5204688,2985
5204689,2728
5204690,2360
5204690,1888
5204691,1467
5204692,1141
5204693,1025
5204694,1121
5204695,1442
5204695,1830
5204696,2304
5204697,2707
5204698,2984
5204699,3011
5204700,2859
5204700,2486
5204701,2063
5204702,1605
5204703,1219
