Time,Volt_In
1870573,2220
1870574,2061
1870575,1896
1870576,1741
1870576,1599
1870577,1460
1870578,1340
1870579,1234
1870580,1153
1870581,1085
1870581,1046
1870582,1033
1870583,1037
1870584,1062
1870585,1104
1870586,1173
1870586,1270
1870587,1394
1870588,1500
1870589,1642
1870590,1788
1870590,1952
1870591,2107
1870592,2287
1870593,2413
1870594,2552
1870595,2686
1870595,2796
1870596,2879
1870597,2992
1870598,3000
1870599,3038
1870600,3021
1870600,3001
1870601,2945
1870602,2896
1870603,2796
1870604,2673
1870605,2554
1870605,2415
1870606,2256
1870607,2119
1870608,1944
1870609,1795
1870610,1633
1870610,1507
1870611,1383
1870612,1289
1870613,1192
1870614,1107
1870614,1067
1870615,1043
1870616,1023
1870617,1036
1870618,1086
1870618,1123
1870619,1220
1870620,1307
1870621,1422
1870622,1561
1870622,1686
1870623,1851
1870624,1976
1870625,2149
1870626,2299
1870627,2444
1870627,2577
1870628,2726
1870629,2822
1870630,2898
1870631,2967
1870632,3013
1870632,3030
1870633,3031
1870634,2992
1870635,2936
1870636,2851
1870637,2766
1870637,2638
1870638,2516
1870639,2370
1870640,2218
1870641,2065
1870642,1905
1870642,1747
1870643,1602
1870644,1467
1870645,1356
1870646,1240
1870646,1163
1870647,1092
1870648,1048
1870649,1023
1870650,1025
1870650,1037
1870651,1100
1870652,1170
1870653,1252
1870654,1349
1870654,1475
1870655,1601
1870656,1742
1870657,1885
1870658,2048
1870659,2220
1870659,2366
1870660,2515
1870661,2640
1870662,2764
1870663,2865
1870664,2948
1870664,2987
1870665,3027
1870666,3039
1870667,3017
1870668,2967
1870669,2915
1870669,2819
1870670,2718
1870671,2590
1870672,2455
1870673,2322
1870674,2150
1870675,1999
1870675,1834
1870676,1694
1870677,1546
1870678,1411
1870679,1295
1870680,1180
1870680,1114
1870681,1075
1870682,1025
1870683,1022
1870684,1039
1870684,1073
1870685,1134
1870686,1205
1870687,1309
1870688,1423
1870688,1559
1870689,1712
1870690,1848
1870691,2009
1870692,2158
1870693,2326
1870693,2470
1870694,2638
1870695,2726
1870696,2831
1870697,2907
1870698,2972
1870699,3018
1870699,3055
1870700,3008
1870701,2985
1870702,2929
1870703,2838
1870704,2738
1870704,2628
1870705,2497
1870706,2357
1870707,2204
1870708,2054
1870708,1907
1870709,1757
1870710,1616
1870711,1478
1870712,1357
1870712,1253
1870713,1178
1870714,1091
1870715,1040
1870716,1033
1870717,1038
1870717,1058
1870718,1098
1870719,1181
1870720,1278
1870721,1385
1870722,1522
1870722,1667
1870723,1795
1870724,1950
1870725,2102
1870726,2267
1870727,2410
1870727,2582
1870728,2672
1870729,2797
1870730,2876
1870731,2955
1870732,3008
1870732,3046
1870733,3017
1870734,3009
1870735,2951
1870736,2878
1870737,2784
1870737,2688
1870738,2542
1870739,2414
1870740,2266
1870741,2104
1870742,1941
1870742,1799
1870743,1639
1870744,1509
1870745,1378
1870746,1272
1870746,1190
1870747,1112
1870748,1054
1870749,1034
1870750,1019
1870751,1051
1870751,1095
1870752,1153
1870753,1249
1870754,1349
1870755,1464
1870756,1610
1870756,1740
1870757,1882
1870758,2047
1870759,2202
1870760,2350
1870760,2531
1870761,2634
1870762,2753
1870763,2844
1870764,2933
1870765,2988
1870765,3054
1870766,3029
1870767,3010
1870768,2972
1870769,2905
1870770,2837
1870770,2742
1870771,2601
1870772,2483
1870773,2320
1870774,2183
1870775,2024
1870775,1878
1870776,1730
1870777,1589
1870778,1452
1870779,1337
1870779,1236
1870780,1156
1870781,1090
1870782,1051
1870783,1033
1870783,1036
1870784,1049
1870785,1098
1870786,1166
1870787,1252
1870787,1351
1870788,1468
1870789,1610
1870790,1751
1870791,1900
1870791,2047
1870792,2191
1870793,2350
1870794,2481
1870795,2623
1870795,2738
1870796,2842
1870797,2918
1870798,2978
1870799,3017
1870799,3036
1870800,3028
1870801,2996
1870802,2946
1870803,2865
1870804,2789
1870804,2654
1870805,2521
1870806,2390
1870807,2230
1870808,2074
1870809,1918
1870809,1763
1870810,1620
1870811,1478
1870812,1347
1870813,1265
1870813,1176
1870814,1096
1870815,1055
1870816,1025
1870817,1026
1870817,1054
1870818,1075
1870819,1149
1870820,1233
1870821,1349
1870821,1456
1870822,1580
1870823,1730
1870824,1882
1870825,2030
1870825,2170
1870826,2338
1870827,2473
1870828,2615
1870829,2731
1870830,2855
1870830,2912
1870831,2984
1870832,3015
1870833,3023
1870834,3018
1870835,2979
1870835,2934
1870836,2847
1870837,2733
1870838,2617
1870839,2482
1870840,2338
1870840,2179
1870841,2025
1870842,1881
1870843,1710
1870844,1565
1870845,1445
1870845,1331
1870846,1235
1870847,1144
1870848,1083
1870849,1045
1870849,1033
1870850,1029
1870851,1047
1870852,1105
1870853,1179
1870853,1267
1870854,1361
1870855,1500
1870856,1628
1870857,1778
1870857,1924
1870858,2087
1870859,2242
1870860,2406
1870861,2545
1870862,2681
1870862,2774
1870863,2867
1870864,2958
1870865,3009
1870866,3019
1870867,3033
1870868,3003
1870868,2957
1870869,2895
1870870,2793
1870871,2674
1870872,2562
1870873,2422
1870873,2270
1870874,2128
1870875,1955
1870876,1812
1870877,1660
1870878,1523
1870878,1394
1870879,1292
1870880,1187
1870881,1097
1870882,1047
1870883,1032
1870884,1029
1870884,1051
1870885,1096
1870886,1163
1870887,1253
1870888,1359
1870888,1468
1870889,1603
1870890,1747
1870891,1911
1870892,2058
1870892,2196
1870893,2349
1870894,2497
1870895,2634
1870896,2780
1870896,2844
1870897,2925
1870898,2984
1870899,3022
1870900,3042
1870901,3029
1870902,2979
1870902,2916
1870903,2844
1870904,2720
1870905,2594
1870906,2467
1870907,2312
1870907,2177
1870908,2020
1870909,1850
1870910,1691
1870911,1557
1870912,1435
1870912,1307
1870913,1200
1870914,1130
1870915,1080
1870916,1040
1870916,1015
1870917,1025
1870918,1058
1870919,1109
1870920,1187
1870920,1282
1870921,1397
1870922,1512
1870923,1664
1870924,1810
1870924,1942
1870925,2116
1870926,2268
1870927,2409
1870928,2566
1870929,2677
1870929,2785
1870930,2876
1870931,2965
1870932,2993
1870933,3035
