Time,Volt_In
3800892,2759
3800893,2495
3800894,2185
3800894,1905
3800895,1599
3800896,1344
3800897,1170
3800898,1051
3800898,1033
3800899,1108
3800900,1245
3800901,1490
3800902,1776
3800903,2105
3800903,2407
3800904,2677
3800905,2868
3800906,3008
3800907,3027
3800908,2947
3800908,2798
3800909,2560
3800910,2277
3800911,1967
3800912,1647
3800913,1380
3800913,1174
3800914,1050
3800915,1024
3800916,1090
3800917,1222
3800917,1435
3800918,1725
3800919,2017
3800920,2338
3800921,2619
3800922,2850
3800922,2976
3800923,3038
3800924,2973
3800925,2844
3800926,2610
3800927,2326
3800927,2025
3800928,1711
3800929,1446
3800930,1221
3800931,1066
3800932,1025
3800932,1079
3800933,1222
3800934,1421
3800935,1706
3800936,2021
3800937,2350
3800937,2619
3800938,2843
3800939,2969
3800940,3029
3800941,2972
3800942,2822
3800942,2617
3800943,2338
3800944,2028
3800945,1710
3800946,1426
3800947,1207
3800947,1077
3800948,1029
3800949,1073
3800950,1216
3800951,1434
3800952,1712
3800952,2021
3800953,2353
3800954,2618
3800955,2841
3800956,2976
3800957,3027
3800958,2975
3800958,2847
3800959,2627
3800960,2335
3800961,2017
3800962,1700
3800963,1441
3800963,1220
3800964,1077
3800965,1026
3800966,1059
3800967,1199
3800967,1413
3800968,1710
3800969,1994
3800970,2303
3800971,2575
3800972,2835
3800972,2984
3800973,3046
3800974,2992
3800975,2866
3800976,2646
3800977,2353
3800977,2042
3800978,1735
3800979,1465
3800980,1244
3800981,1075
3800982,1030
3800982,1060
3800983,1203
3800984,1401
3800985,1685
3800986,2002
3800987,2318
3800988,2598
3800988,2859
3800989,2977
3800990,3028
3800991,2999
3800992,2846
3800993,2623
3800993,2360
3800994,2050
3800995,1764
3800996,1465
3800997,1226
3800997,1096
3800998,1022
3800999,1049
3801000,1170
3801001,1378
3801002,1663
3801002,1973
3801003,2266
3801004,2576
3801005,2796
3801006,2955
3801007,3026
3801007,3009
3801008,2875
3801009,2656
3801010,2390
3801011,2083
3801012,1772
3801012,1490
3801013,1265
3801014,1099
3801015,1019
3801016,1056
3801017,1187
3801017,1405
3801018,1635
3801019,1935
3801020,2244
3801021,2550
3801022,2798
3801022,2975
3801023,3026
3801024,3012
3801025,2904
3801026,2682
3801027,2405
3801027,2116
3801028,1798
3801029,1526
3801030,1280
3801031,1117
3801031,1028
3801032,1033
3801033,1125
3801034,1311
3801035,1554
3801035,1851
3801036,2145
3801037,2423
3801038,2683
3801039,2895
3801040,3005
3801040,3040
3801041,2946
3801042,2780
3801043,2540
3801044,2235
3801045,1927
3801045,1628
3801046,1366
3801047,1173
3801048,1054
3801049,1021
3801050,1095
3801050,1244
3801051,1460
3801052,1736
3801053,2028
3801054,2340
3801054,2599
3801055,2841
3801056,2982
3801057,3032
3801058,2979
3801059,2852
3801059,2627
3801060,2342
3801061,2029
3801062,1715
3801063,1436
3801064,1221
3801064,1075
3801065,1022
3801066,1058
3801067,1189
3801068,1386
3801068,1641
3801069,1920
3801070,2241
3801071,2546
3801072,2788
3801073,2973
3801073,3020
3801074,3012
3801075,2895
3801076,2686
3801077,2420
3801078,2118
3801078,1814
3801079,1527
3801080,1275
3801081,1124
3801082,1032
3801082,1038
3801083,1118
3801084,1303
3801085,1553
3801086,1847
3801086,2129
3801087,2433
3801088,2693
3801089,2884
3801090,3006
3801091,3046
3801091,2943
3801092,2781
3801093,2544
3801094,2236
3801095,1922
3801096,1637
3801096,1369
3801097,1163
3801098,1056
3801099,1014
3801100,1095
3801100,1232
3801101,1448
3801102,1751
3801103,2055
3801104,2380
3801105,2670
3801105,2863
3801106,2988
3801107,3035
3801108,2965
3801109,2814
3801110,2590
3801110,2315
3801111,2000
3801112,1693
3801113,1415
3801114,1191
3801115,1063
3801115,1028
3801116,1079
3801117,1223
3801118,1436
3801119,1729
3801119,2019
3801120,2330
3801121,2619
3801122,2838
3801123,2989
3801124,3039
3801124,2980
3801125,2835
3801126,2619
3801127,2322
3801128,2022
3801129,1708
3801129,1444
3801130,1232
3801131,1088
3801132,1017
3801133,1052
3801133,1170
3801134,1360
3801135,1623
3801136,1906
3801137,2220
3801137,2493
3801138,2761
3801139,2943
3801140,3024
3801141,3012
3801142,2901
3801142,2719
3801143,2463
3801144,2146
3801145,1830
3801146,1540
3801147,1295
3801147,1125
3801148,1031
3801149,1029
3801150,1129
3801151,1302
3801151,1531
3801152,1803
3801153,2116
3801154,2441
3801155,2697
3801156,2924
3801156,3008
3801157,3030
3801158,2947
3801159,2768
3801160,2522
3801161,2247
3801161,1935
3801162,1638
3801163,1374
3801164,1181
3801165,1050
3801166,1015
3801166,1078
3801167,1232
3801168,1436
3801169,1723
3801170,2019
3801170,2337
3801171,2617
3801172,2840
3801173,2983
3801174,3042
3801175,2976
3801175,2839
3801176,2618
3801177,2338
3801178,2021
3801179,1716
3801180,1448
3801180,1241
3801181,1072
3801182,1022
3801183,1068
3801184,1166
3801184,1352
3801185,1632
3801186,1917
3801187,2231
3801188,2494
3801188,2760
3801189,2938
3801190,3026
3801191,3013
3801192,2919
3801193,2717
3801193,2460
3801194,2138
3801195,1819
3801196,1537
3801197,1299
3801198,1128
3801198,1035
3801199,1028
3801200,1122
3801201,1295
3801202,1519
3801202,1803
3801203,2108
3801204,2428
3801205,2706
3801206,2924
3801207,3028
3801208,3005
3801209,2881
3801209,2657
3801210,2388
3801211,2071
3801212,1772
3801213,1489
3801214,1254
3801214,1107
3801215,1018
3801216,1051
3801217,1155
3801218,1332
3801218,1573
3801219,1872
3801220,2192
3801221,2494
3801222,2775
3801223,2913
3801223,3018
3801224,3012
3801225,2916
3801226,2726
3801227,2482
3801228,2168
3801228,1866
3801229,1570
3801230,1342
3801231,1156
3801232,1049
3801232,1036
3801233,1116
3801234,1252
3801235,1508
3801236,1763
3801237,2090
3801237,2405
3801238,2664
3801239,2876
3801240,3005
3801241,3017
3801242,2967
3801242,2801
3801243,2543
3801244,2278
3801245,1955
3801246,1672
3801247,1380
3801247,1182
3801248,1054
3801249,1023
3801250,1100
3801251,1254
3801252,1490
3801252,1772
3801253,2103
3801254,2407
3801255,2675
3801256,2871
3801257,3006
3801257,3025
3801258,2963
3801259,2802
3801260,2575
3801261,2288
3801262,1971
3801262,1647
3801263,1380
3801264,1183
3801265,1052
3801266,1025
3801267,1078
3801267,1245
3801268,1492
3801269,1782
3801270,2114
3801271,2383
3801272,2664
3801272,2879
3801273,3001
3801274,3026
3801275,2967
3801276,2814
3801277,2561
3801277,2265
3801278,1936
3801279,1660
3801280,1392
3801281,1186
3801282,1072
3801282,1024
3801283,1092
3801284,1232
3801285,1473
3801286,1750
3801287,2049
3801287,2361
3801288,2644
3801289,2868
3801290,3017
3801291,3033
3801292,2954
3801293,2778
3801293,2534
3801294,2237
3801295,1909
3801296,1622
3801297,1357
3801298,1157
3801298,1042
3801299,1037
3801300,1104
3801301,1293
3801302,1498
3801303,1804
3801303,2115
3801304,2432
3801305,2698
3801306,2930
3801307,3005
3801308,3021
3801308,2953
3801309,2779
3801310,2522
3801311,2217
3801312,1910
3801313,1601
3801314,1340
3801314,1149
3801315,1033
3801316,1041
3801317,1108
3801318,1279
3801319,1548
3801319,1843
3801320,2158
3801321,2463
3801322,2712
3801323,2905
3801324,3008
3801324,3022
3801325,2921
3801326,2731
3801327,2471
3801328,2162
3801329,1878
3801329,1572
3801330,1331
3801331,1153
3801332,1050
3801333,1022
3801333,1105
3801334,1257
3801335,1506
3801336,1758
3801337,2058
3801337,2353
3801338,2648
3801339,2868
3801340,3008
3801341,3041
3801342,2946
3801343,2793
3801343,2549
3801344,2270
3801345,1966
3801346,1660
3801347,1383
3801348,1175
3801348,1049
3801349,1021
3801350,1093
3801351,1247
3801352,1453
3801353,1738
3801353,2062
3801354,2383
3801355,2672
3801356,2862
3801357,3005
3801358,3017
3801359,2946
3801359,2772
3801360,2531
3801361,2230
3801362,1921
3801363,1627
3801364,1372
3801364,1174
3801365,1050
3801366,1025
3801367,1080
3801368,1228
3801368,1439
3801369,1730
3801370,2020
3801371,2333
3801372,2619
3801373,2853
3801373,2986
3801374,3032
3801375,2982
3801376,2841
3801377,2609
3801378,2303
3801378,1987
3801379,1667
3801380,1407
3801381,1203
3801382,1073
3801383,1028
3801383,1070
3801384,1216
3801385,1419
3801386,1681
3801387,1996
3801387,2311
3801388,2599
3801389,2852
3801390,2988
3801391,3021
3801392,2967
3801393,2815
3801393,2609
3801394,2334
3801395,2022
3801396,1719
3801397,1434
3801398,1211
3801398,1055
3801399,1026
3801400,1067
3801401,1198
3801402,1410
3801402,1661
3801403,1972
3801404,2268
3801405,2564
3801406,2808
3801407,2961
3801407,3026
3801408,2996
3801409,2881
3801410,2666
3801411,2391
3801412,2070
3801412,1766
3801413,1480
3801414,1261
3801415,1102
3801416,1033
3801416,1040
3801417,1152
3801418,1330
3801419,1569
3801420,1867
3801421,2195
3801421,2497
3801422,2769
3801423,2924
3801424,3010
3801425,3021
3801426,2914
3801426,2737
3801427,2468
3801428,2161
3801429,1880
3801430,1567
3801431,1301
3801431,1124
3801432,1043
3801433,1028
3801434,1131
3801435,1311
3801436,1576
3801436,1876
3801437,2216
3801438,2485
3801439,2729
3801440,2927
3801441,3014
3801441,3015
3801442,2926
3801443,2723
3801444,2478
3801445,2180
3801446,1855
3801446,1542
3801447,1309
3801448,1131
3801449,1038
3801450,1034
3801451,1122
3801451,1295
3801452,1530
3801453,1806
3801454,2121
3801455,2439
3801455,2699
3801456,2918
3801457,3005
3801458,3026
3801459,2950
3801460,2774
3801460,2520
3801461,2238
3801462,1919
3801463,1630
3801464,1367
3801465,1181
3801465,1061
3801466,1015
3801467,1076
3801468,1232
3801469,1439
3801469,1728
3801470,2016
3801471,2337
3801472,2626
3801473,2850
3801474,2983
3801474,3036
3801475,2977
3801476,2833
3801477,2606
3801478,2311
3801479,2029
3801479,1721
3801480,1437
3801481,1224
3801482,1072
3801483,1024
3801484,1066
3801484,1221
3801485,1421
3801486,1675
3801487,1992
3801488,2312
3801489,2610
3801489,2855
3801490,2984
3801491,3025
3801492,2989
3801493,2851
3801494,2628
3801494,2363
3801495,2054
3801496,1597
3801497,1350
3801498,1168
3801499,1046
3801500,1017
3801501,1111
3801501,1291
3801502,1513
3801503,1812
3801504,2120
3801505,2432
3801506,2700
3801506,2922
3801507,3007
3801508,3027
