Time,Volt_In
2479387,2839
2479388,2680
2479388,2506
2479389,2307
2479390,2096
2479391,1891
2479392,1683
2479393,1509
2479393,1331
2479394,1202
2479395,1091
2479396,1039
2479397,1032
2479398,1053
2479398,1115
2479399,1228
2479400,1388
2479401,1550
2479402,1764
2479403,1940
2479403,2158
2479404,2359
2479405,2568
2479406,2736
2479407,2868
2479408,2963
2479408,3013
2479409,3031
2479410,2994
2479411,2930
2479412,2827
2479413,2674
2479414,2506
2479414,2304
2479415,2117
2479416,1913
2479417,1718
2479418,1535
2479418,1369
2479419,1227
2479420,1117
2479421,1056
2479422,1021
2479422,1046
2479423,1092
2479424,1200
2479425,1327
2479426,1481
2479427,1656
2479427,1863
2479428,2060
2479429,2286
2479430,2457
2479431,2628
2479431,2782
2479432,2894
2479433,2978
2479434,3027
2479435,3017
2479435,2990
2479436,2929
2479437,2806
2479438,2670
2479439,2474
2479439,2293
2479440,2077
2479441,1875
2479442,1661
2479443,1487
2479444,1321
2479444,1185
2479445,1088
2479446,1035
2479447,1025
2479448,1056
2479449,1112
2479449,1224
2479450,1349
2479451,1535
2479452,1721
2479453,1929
2479454,2130
2479454,2349
2479455,2537
2479456,2714
2479457,2834
2479458,2950
2479459,3004
2479459,3033
2479460,3001
2479461,2955
2479462,2830
2479463,2712
2479463,2544
2479464,2361
2479465,2161
2479466,1967
2479467,1743
2479468,1552
2479468,1382
2479469,1229
2479470,1129
2479471,1054
2479472,1012
2479473,1039
2479473,1093
2479474,1192
2479475,1325
2479476,1480
2479477,1657
2479477,1859
2479478,2097
2479479,2286
2479480,2507
2479481,2651
2479482,2802
2479482,2912
2479483,2994
2479484,3040
2479485,3037
2479486,2965
2479487,2872
2479487,2735
2479488,2575
2479489,2389
2479490,2191
2479491,1975
2479492,1769
2479492,1576
2479493,1399
2479494,1250
2479495,1137
2479496,1064
2479497,1023
2479497,1034
2479498,1074
2479499,1173
2479500,1296
2479501,1466
2479502,1643
2479502,1839
2479503,2060
2479504,2275
2479505,2454
2479506,2641
2479507,2781
2479507,2912
2479508,2992
2479509,3037
2479510,3017
2479511,2967
2479512,2889
2479512,2760
2479513,2592
2479514,2406
2479515,2220
2479516,1997
2479517,1798
2479517,1592
2479518,1423
2479519,1253
2479520,1137
2479521,1062
2479522,1026
2479522,1033
2479523,1074
2479524,1172
2479525,1288
2479526,1442
2479527,1620
2479527,1804
2479528,2029
2479529,2223
2479530,2420
2479531,2602
2479532,2767
2479532,2887
2479533,2989
2479534,3013
2479535,3021
2479536,2983
2479537,2900
2479537,2781
2479538,2639
2479539,2450
2479540,2251
2479541,2043
2479542,1825
2479542,1626
2479543,1443
2479544,1289
2479545,1170
2479546,1085
2479546,1030
2479547,1038
2479548,1056
2479549,1122
2479550,1235
2479550,1376
2479551,1565
2479552,1771
2479553,1958
2479554,2146
2479555,2360
2479555,2565
2479556,2723
2479557,2877
2479558,2959
2479559,3020
2479560,3033
2479560,3000
2479561,2924
2479562,2822
2479563,2688
2479564,2503
2479565,2311
2479566,2106
2479566,1892
2479567,1693
2479568,1506
2479569,1340
2479570,1207
2479571,1092
2479571,1029
2479572,1031
2479573,1056
2479574,1118
2479575,1224
2479575,1357
2479576,1543
2479577,1718
2479578,1904
2479579,2121
2479580,2321
2479580,2517
2479581,2708
2479582,2835
2479583,2928
2479584,3006
2479585,3040
2479585,3008
2479586,2969
2479587,2851
2479588,2703
2479589,2537
2479590,2349
2479590,2149
2479591,1934
2479592,1742
2479593,1551
2479594,1379
2479594,1241
2479595,1125
2479596,1054
2479597,1029
2479598,1039
2479599,1100
2479599,1189
2479600,1340
2479601,1482
2479602,1677
2479603,1892
2479604,2104
2479604,2299
2479605,2510
2479606,2664
2479607,2818
2479608,2931
2479609,2999
2479609,3028
2479610,3021
2479611,2961
2479612,2860
2479613,2719
2479614,2556
2479614,2367
2479615,2163
2479616,1955
2479617,1765
2479618,1556
2479619,1376
2479619,1229
2479620,1121
2479621,1058
2479622,1029
2479623,1029
2479624,1088
2479624,1178
2479625,1332
2479626,1470
2479627,1661
2479628,1860
2479629,2084
2479629,2293
2479630,2503
2479631,2652
2479632,2798
2479633,2918
2479634,2996
2479634,3034
2479635,3021
2479636,2978
2479637,2887
2479638,2754
2479639,2594
2479639,2418
2479640,2224
2479641,2000
2479642,1787
2479643,1589
2479644,1407
2479644,1263
2479645,1133
2479646,1066
2479647,1014
2479648,1037
2479649,1083
2479649,1177
2479650,1303
2479651,1463
2479652,1643
2479653,1851
2479654,2056
2479654,2273
2479655,2444
2479656,2628
2479657,2784
2479658,2901
2479659,2984
2479659,3042
2479660,3021
2479661,2980
2479662,2894
2479663,2769
2479664,2610
2479664,2430
2479665,2233
2479666,2021
2479667,1810
2479668,1602
2479669,1430
2479669,1274
2479670,1151
2479671,1080
2479672,1022
2479673,1027
2479673,1062
2479674,1147
2479675,1276
2479676,1427
2479677,1616
2479678,1801
2479678,2027
2479679,2211
2479680,2419
2479681,2610
2479682,2760
2479683,2901
2479683,2986
2479684,3023
2479685,3024
2479686,2973
2479687,2896
2479688,2778
2479688,2632
2479689,2448
2479690,2257
2479691,2041
2479692,1826
2479693,1621
2479693,1446
2479694,1299
2479695,1163
2479696,1083
2479697,1018
2479698,1030
2479698,1070
2479699,1137
2479700,1268
2479701,1417
2479702,1618
2479703,1802
2479704,2023
2479704,2221
2479705,2428
2479706,2617
2479707,2763
2479708,2891
2479709,2989
2479709,3013
2479710,3024
2479711,2988
2479712,2901
2479713,2774
2479714,2629
2479714,2454
2479715,2244
2479716,2043
2479717,1833
2479718,1633
2479719,1456
2479719,1286
2479720,1159
2479721,1073
2479722,1036
2479723,1025
2479724,1063
2479724,1149
2479725,1270
2479726,1440
2479727,1623
2479728,1805
2479729,2027
2479729,2210
2479730,2395
2479731,2581
2479732,2746
2479733,2876
2479733,2969
2479734,3011
2479735,3030
2479736,3004
2479737,2938
2479737,2840
2479738,2707
2479739,2544
2479740,2353
2479741,2165
2479741,1975
2479742,1766
2479743,1574
2479744,1402
2479745,1258
2479745,1144
2479746,1057
2479747,1029
2479748,1029
2479749,1070
2479750,1166
2479750,1303
2479751,1453
2479752,1648
2479753,1855
2479754,2057
2479755,2283
2479755,2451
2479756,2633
2479757,2785
2479758,2909
2479759,2986
2479760,3033
2479760,3028
2479761,2971
2479762,2876
2479763,2754
2479764,2602
2479765,2416
2479765,2209
2479766,2008
2479767,1801
2479768,1589
2479769,1404
2479770,1257
2479770,1152
2479771,1059
2479772,1029
2479773,1038
2479774,1096
2479775,1165
2479775,1298
2479776,1453
2479777,1641
2479778,1839
2479779,2050
2479780,2284
2479780,2447
2479781,2644
2479782,2793
2479783,2910
2479784,2996
2479785,3040
2479785,3015
2479786,2975
2479787,2881
2479788,2745
2479789,2593
2479790,2406
2479790,2212
2479791,2005
2479792,1796
2479793,1592
2479794,1422
2479795,1287
2479795,1158
2479796,1071
2479797,1040
2479798,1030
2479799,1083
2479800,1170
2479800,1280
2479801,1440
2479802,1614
2479803,1809
2479804,2017
2479804,2216
2479805,2428
2479806,2610
2479807,2764
2479808,2884
2479809,2989
2479809,3022
2479810,3021
2479811,2983
2479812,2902
2479813,2776
2479814,2633
2479815,2453
2479815,2260
2479816,2038
2479817,1820
2479818,1632
2479819,1461
2479819,1299
2479820,1177
2479821,1089
2479822,1039
2479823,1019
2479824,1058
2479824,1137
2479825,1253
2479826,1387
2479827,1570
2479828,1768
2479829,1965
2479829,2166
2479830,2365
2479831,2552
2479832,2718
2479833,2874
2479833,2948
2479834,3019
2479835,3033
2479836,3009
2479837,2934
2479838,2827
2479838,2681
2479839,2506
2479840,2310
2479841,2102
2479842,1893
2479843,1697
2479843,1510
2479844,1332
2479845,1195
2479846,1095
2479847,1037
2479848,1029
2479849,1056
2479849,1129
2479850,1232
2479851,1367
2479852,1537
2479853,1716
2479853,1926
2479854,2136
2479855,2345
2479856,2544
2479857,2710
2479858,2839
2479858,2947
2479859,3010
2479860,3032
2479861,3005
2479862,2934
2479863,2834
2479863,2699
2479864,2507
2479865,2326
2479866,2112
2479867,1914
2479868,1714
2479868,1510
2479869,1365
2479870,1219
2479871,1116
2479872,1061
2479873,1029
2479873,1042
2479874,1104
2479875,1195
2479876,1333
2479877,1481
2479877,1661
2479878,1864
2479879,2082
2479880,2290
2479881,2504
2479882,2653
2479882,2802
2479883,2921
2479884,3001
2479885,3031
2479886,3035
2479887,2964
2479887,2876
2479888,2735
2479889,2571
2479890,2371
2479891,2186
2479892,1988
2479892,1777
2479893,1578
2479894,1407
2479895,1255
2479896,1143
2479896,1068
2479897,1029
2479898,1024
2479899,1062
2479900,1149
2479901,1261
2479901,1423
2479902,1616
2479903,1811
2479904,2020
2479905,2211
2479906,2416
2479906,2594
2479907,2772
2479908,2890
2479909,2989
2479910,3021
2479911,3035
2479911,2989
2479912,2901
2479913,2773
2479914,2627
2479915,2461
2479916,2244
2479916,2045
2479917,1825
2479918,1627
2479919,1444
2479920,1301
2479920,1169
2479921,1088
2479922,1025
2479923,1025
2479924,1070
2479925,1138
2479925,1259
2479926,1410
2479927,1580
2479928,1784
2479929,2004
2479930,2196
2479930,2399
2479931,2586
2479932,2752
2479933,2889
2479934,2994
2479935,3019
2479935,3036
2479936,2982
2479937,2908
2479938,2790
2479939,2644
2479940,2464
2479940,2267
2479941,2059
2479942,1851
2479943,1639
2479944,1473
2479945,1316
2479945,1177
2479946,1087
2479947,1026
2479948,1019
2479949,1070
2479950,1139
2479951,1257
2479951,1409
2479952,1592
2479953,1788
2479954,2009
2479955,2200
2479956,2403
2479956,2586
2479957,2744
2479958,2882
2479959,2962
2479960,3012
2479960,3038
2479961,2992
2479962,2922
2479963,2821
2479964,2667
2479965,2507
2479965,2307
2479966,2124
2479967,1921
2479968,1718
2479969,1522
2479969,1353
2479970,1212
2479971,1100
2479972,1040
2479973,1012
2479974,1032
2479974,1108
2479975,1204
2479976,1331
2479977,1497
2479978,1664
2479978,1873
2479979,2071
2479980,2295
2479981,2506
2479982,2647
2479983,2801
2479983,2916
2479984,2996
2479985,3030
2479986,3028
2479987,2986
2479987,2893
2479988,2773
2479989,2629
2479990,2461
2479991,2272
2479991,2054
2479992,1865
2479993,1589
2479994,1402
2479995,1250
2479996,1149
2479997,1062
2479998,1023
2479998,1030
2479999,1078
2480000,1175
2480001,1289
2480002,1432
2480002,1610
2480003,1815
2480004,2025
2480005,2217
2480006,2423
2480007,2608
2480007,2767
2480008,2893
2480009,2983
2480010,3022
2480011,3023
2480012,2986
2480012,2897
2480013,2777
2480014,2643
2480015,2453
2480016,2250
2480017,2046
2480017,1834
2480018,1629
2480019,1441
2480020,1287
2480021,1173
2480022,1075
2480022,1030
2480023,1026
2480024,1074
2480025,1145
2480026,1253
2480026,1398
2480027,1583
2480028,1784
2480029,1975
2480030,2175
2480031,2377
2480031,2577
2480032,2724
2480033,2883
2480034,2963
2480035,3017
2480036,3035
2480036,2993
2480037,2921
2480038,2813
2480039,2669
2480040,2479
2480041,2289
2480041,2080
2480042,1872
2480043,1680
2480044,1484
2480045,1308
2480046,1176
2480046,1090
2480047,1030
2480048,1035
2480049,1056
2480050,1124
2480051,1233
2480051,1364
2480052,1546
2480053,1722
2480054,1914
2480055,2123
2480055,2322
2480056,2514
2480057,2714
2480058,2834
2480059,2940
2480060,2998
2480060,3036
2480061,3010
2480062,2959
2480063,2847
2480064,2720
2480065,2543
2480065,2358
2480066,2148
2480067,1940
2480068,1734
2480069,1540
2480070,1373
2480070,1229
2480071,1127
2480072,1064
2480073,1023
2480074,1029
2480074,1088
2480075,1183
2480076,1294
2480077,1443
2480078,1619
2480078,1815
2480079,2030
2480080,2224
2480081,2427
2480082,2599
2480083,2764
2480083,2891
2480084,2991
2480085,3020
2480086,3026
2480087,2987
2480088,2898
2480088,2776
2480089,2626
2480090,2448
2480091,2251
2480092,2038
2480093,1824
2480093,1639
2480094,1453
2480095,1301
2480096,1181
2480097,1085
2480097,1031
2480098,1021
2480099,1060
2480100,1136
2480101,1249
2480102,1396
2480102,1569
2480103,1770
2480104,1959
2480105,2183
2480106,2377
2480107,2569
2480107,2734
2480108,2872
2480109,2952
2480110,3017
2480111,3038
2480112,2989
2480112,2924
2480113,2810
2480114,2664
2480115,2481
2480116,2287
2480117,2075
2480117,1872
2480118,1661
2480119,1479
2480120,1316
2480121,1192
2480122,1099
2480122,1036
2480123,1047
2480124,1053
2480125,1120
2480126,1231
2480127,1382
2480127,1558
2480128,1757
2480129,1949
2480130,2160
2480131,2369
2480132,2557
2480132,2726
2480133,2888
2480134,2955
2480135,3014
2480136,3032
2480137,3000
2480137,2924
2480138,2841
2480139,2686
2480140,2507
2480141,2309
2480142,2097
2480142,1883
2480143,1697
2480144,1495
2480145,1340
2480146,1201
2480147,1092
2480147,1031
2480148,1039
2480149,1055
2480150,1118
2480151,1221
2480151,1351
2480152,1532
2480153,1716
2480154,1907
2480155,2116
2480156,2324
2480156,2529
2480157,2710
2480158,2836
2480159,2937
2480160,3005
2480161,3024
2480161,3017
2480162,2964
2480163,2860
2480164,2728
2480165,2552
2480166,2366
2480166,2173
2480167,1965
2480168,1771
2480169,1573
2480170,1391
2480170,1235
2480171,1138
2480172,1059
2480173,1022
2480174,1033
2480175,1075
2480175,1173
2480176,1290
2480177,1462
2480178,1640
2480179,1847
2480180,2054
2480180,2272
2480181,2457
2480182,2624
2480183,2769
2480184,2896
2480184,2984
2480185,3030
2480186,3030
2480187,2990
2480188,2905
2480189,2777
2480189,2622
2480190,2450
2480191,2259
2480192,2067
2480193,1860
2480193,1675
2480194,1478
2480195,1336
2480196,1195
2480197,1091
2480198,1033
2480198,1031
2480199,1050
2480200,1123
2480201,1235
2480202,1383
2480203,1558
2480203,1766
2480204,1954
2480205,2153
2480206,2361
2480207,2542
2480207,2710
2480208,2844
2480209,2948
2480210,3004
2480211,3034
2480212,2998
2480212,2944
2480213,2834
2480214,2687
2480215,2516
2480216,2322
2480217,2123
2480217,1907
2480218,1720
2480219,1517
2480220,1345
2480221,1208
2480222,1106
2480222,1054
2480223,1018
2480224,1046
2480225,1118
2480226,1222
2480227,1361
2480227,1546
2480228,1716
2480229,1919
2480230,2120
2480231,2329
2480232,2530
2480232,2714
2480233,2837
2480234,2940
2480235,3004
2480236,3024
2480237,3005
2480237,2956
2480238,2850
2480239,2709
2480240,2541
2480241,2344
2480242,2146
2480242,1929
2480243,1730
2480244,1538
2480245,1370
2480246,1208
2480247,1108
2480247,1054
2480248,1018
2480249,1042
2480250,1097
2480251,1188
2480252,1337
2480252,1486
2480253,1665
2480254,1864
2480255,2078
2480256,2307
2480256,2506
2480257,2652
2480258,2807
2480259,2916
2480260,2996
2480261,3034
2480261,3015
2480262,2974
2480263,2895
2480264,2781
2480265,2630
2480265,2453
2480266,2266
2480267,2058
2480268,1864
2480269,1669
2480269,1494
2480270,1342
2480271,1194
2480272,1096
2480273,1036
2480274,1023
2480274,1064
2480275,1114
2480276,1239
2480277,1382
2480278,1563
2480279,1761
2480279,1956
2480280,2151
2480281,2359
2480282,2555
2480283,2730
2480284,2879
2480284,2961
2480285,3008
2480286,3030
2480287,2996
2480288,2924
2480289,2834
2480289,2672
2480290,2505
2480291,2307
2480292,2104
2480293,1885
2480294,1689
2480294,1488
2480295,1340
2480296,1200
2480297,1106
2480298,1041
2480299,1034
2480300,1071
2480300,1153
2480301,1259
2480302,1434
2480303,1609
2480304,1799
2480305,2023
2480305,2220
2480306,2419
2480307,2601
2480308,2766
2480309,2880
2480310,2992
2480310,3020
2480311,3027
2480312,2986
2480313,2895
2480314,2783
2480315,2631
2480315,2456
2480316,2241
