Time,Volt_In
5529746,3026
5529747,2835
5529748,2416
5529748,1893
5529749,1396
5529750,1110
5529751,1029
5529752,1209
5529753,1623
5529753,2141
5529754,2634
5529755,2954
5529756,3030
5529757,2835
5529758,2419
5529758,1890
5529759,1407
5529760,1093
5529761,1030
5529762,1205
5529763,1630
5529763,2148
5529764,2643
5529765,2957
5529766,3029
5529767,2839
5529768,2418
5529768,1898
5529769,1428
5529770,1096
5529771,1034
5529772,1209
5529773,1627
5529773,2168
5529774,2648
5529775,2943
5529776,3030
5529777,2826
5529778,2418
5529778,1901
5529779,1414
5529780,1095
5529781,1030
5529782,1216
5529783,1628
5529783,2156
5529784,2639
5529785,2948
5529786,3029
5529787,2835
5529788,2419
5529788,1898
5529789,1422
5529790,1104
5529791,1043
5529792,1206
5529793,1617
5529793,2154
5529794,2644
5529795,2943
5529796,3030
5529797,2841
5529798,2419
5529798,1890
5529799,1414
5529800,1094
5529801,1041
5529802,1208
5529803,1616
5529803,2154
5529804,2647
5529805,2947
5529806,3026
5529807,2834
5529808,2414
5529809,1875
5529809,1390
5529810,1100
5529811,1029
5529812,1203
5529813,1623
5529814,2142
5529814,2649
5529815,2953
5529816,3022
5529817,2833
5529818,2400
5529819,1880
5529819,1396
5529820,1102
5529821,1041
5529822,1212
5529823,1585
5529823,2101
5529824,2554
5529825,2912
5529826,3026
5529827,2878
5529828,2490
5529828,1957
5529829,1469
5529830,1116
5529831,1036
5529832,1204
5529833,1576
5529833,2094
5529834,2600
5529835,2939
5529836,3042
5529837,2843
5529838,2452
5529838,1963
5529839,1459
5529840,1121
5529841,1024
5529842,1189
5529843,1569
5529843,2084
5529844,2594
5529845,2930
5529846,3036
5529847,2855
5529848,2456
5529848,1957
5529849,1465
5529850,1104
5529851,1042
5529852,1188
5529853,1568
5529854,2106
5529854,2605
5529855,2952
5529856,3046
5529857,2855
5529858,2471
5529859,1963
5529859,1452
5529860,1111
5529861,1029
5529862,1183
5529863,1581
5529864,2096
5529864,2591
5529865,2940
5529866,3042
5529867,2843
5529868,2475
5529869,1945
5529869,1460
5529870,1111
5529871,1025
5529872,1184
5529873,1573
5529874,2094
5529874,2606
5529875,2935
5529876,3042
5529877,2864
5529878,2470
5529879,1959
5529879,1453
5529880,1127
5529881,1039
5529882,1180
5529883,1581
5529884,2102
5529884,2600
5529885,2955
5529886,3040
5529887,2851
5529888,2459
5529889,1963
5529889,1451
5529890,1120
5529891,1041
5529892,1188
5529893,1566
5529894,2100
5529894,2598
5529895,2943
5529896,3035
5529897,2834
5529898,2420
5529899,1900
5529900,1392
5529900,1100
5529901,1046
5529902,1220
5529903,1577
5529904,2098
5529904,2608
5529905,2927
5529906,3034
5529907,2829
5529908,2424
5529909,1888
5529910,1402
5529910,1096
5529911,1048
5529912,1212
5529913,1639
5529914,2152
5529915,2642
5529915,2951
5529916,3022
5529917,2835
5529918,2418
5529919,1886
5529920,1392
5529920,1101
5529921,1035
5529922,1208
5529923,1636
5529924,2155
5529925,2648
5529925,2948
5529926,3027
5529927,2824
5529928,2406
5529929,1874
5529930,1400
5529930,1095
5529931,1045
5529932,1209
5529933,1580
5529934,2091
5529935,2596
5529935,2940
5529936,3049
5529937,2836
5529938,2420
5529939,1887
5529940,1405
5529940,1090
5529941,1042
5529942,1215
5529943,1579
5529944,2095
5529945,2598
5529945,2941
5529946,3053
5529947,2864
5529948,2465
5529949,1950
5529950,1460
5529950,1108
5529951,1031
5529952,1195
5529953,1566
5529954,2105
5529955,2606
5529955,2930
5529956,3048
5529957,2868
5529958,2485
5529959,1965
5529960,1460
5529960,1103
5529961,1038
5529962,1187
5529963,1577
5529964,2085
5529965,2595
5529965,2947
5529966,3042
5529967,2866
5529968,2479
5529969,1967
5529970,1456
5529970,1115
5529971,1037
5529972,1191
5529973,1572
5529974,2090
5529975,2607
5529975,2933
5529976,3042
5529977,2860
5529978,2472
5529979,1974
5529980,1456
5529980,1116
5529981,1035
5529982,1198
5529983,1581
5529984,2093
5529985,2601
5529985,2951
5529986,3036
5529987,2836
5529988,2420
5529989,1899
5529990,1410
5529991,1102
5529991,1038
5529992,1209
5529993,1624
5529994,2154
5529995,2642
5529996,2951
5529996,3037
5529997,2832
5529998,2411
5529999,1880
5530000,1402
5530001,1106
5530001,1033
5530002,1208
5530003,1625
5530004,2145
5530005,2641
5530006,2951
5530006,3017
5530007,2833
5530008,2409
5530009,1874
5530010,1407
5530011,1102
5530011,1041
5530012,1224
5530013,1564
5530014,2098
5530015,2608
5530016,2937
5530016,3043
5530017,2846
5530018,2467
5530019,1969
5530020,1452
5530021,1122
5530021,1032
5530022,1188
5530023,1577
5530024,2095
5530025,2606
5530026,2937
5530026,3042
5530027,2854
5530028,2461
5530029,1952
5530030,1451
5530031,1110
5530031,1030
5530032,1195
5530033,1587
5530034,2085
5530035,2602
5530036,2942
5530036,3048
5530037,2862
5530038,2474
5530039,1953
5530040,1449
5530041,1108
5530041,1033
5530042,1183
5530043,1578
5530044,2092
5530045,2610
5530046,2955
5530046,3043
5530047,2864
5530048,2458
5530049,1963
5530050,1266
5530051,1042
5530052,1077
5530053,1363
5530053,1856
5530054,2332
5530055,2784
5530056,3015
5530057,2965
5530058,2670
5530059,2211
5530059,1725
5530060,1256
5530061,1054
5530062,1083
5530063,1373
5530064,1850
5530064,2323
5530065,2783
5530066,3017
5530067,2972
5530068,2675
5530069,2210
5530069,1722
5530070,1274
5530071,1037
5530072,1087
5530073,1380
5530074,1846
5530074,2348
5530075,2786
5530076,3012
5530077,2967
5530078,2677
5530079,2216
5530079,1734
5530080,1305
5530081,1053
5530082,1064
5530083,1299
5530083,1717
5530084,2262
5530085,2735
5530086,2998
5530087,2990
5530088,2693
5530089,2237
5530089,1726
5530090,1318
5530091,1043
5530092,1046
5530093,1300
5530093,1712
5530094,2256
5530095,2724
5530096,2991
5530097,2993
5530098,2716
5530099,2267
5530099,1738
5530100,1307
5530101,1050
5530102,1069
5530103,1353
5530104,1829
5530104,2312
5530105,2732
5530106,2994
5530107,2983
5530108,2702
5530109,2236
5530109,1736
5530110,1299
5530111,1044
5530112,1055
5530113,1343
5530114,1814
5530114,2303
5530115,2740
5530116,3001
5530117,2988
5530118,2702
5530119,2247
5530119,1729
5530120,1310
5530121,1059
5530122,1055
5530123,1344
5530124,1819
5530124,2292
5530125,2743
5530126,2990
5530127,2982
5530128,2709
5530129,2265
5530129,1755
5530130,1305
5530131,1050
5530132,1047
5530133,1306
5530133,1726
5530134,2251
5530135,2723
5530136,2996
5530137,3001
5530138,2760
5530138,2340
5530139,1805
5530140,1343
5530141,1075
5530142,1053
5530143,1307
5530143,1712
5530144,2202
5530145,2657
5530146,2967
5530147,3004
5530148,2799
5530148,2377
5530149,1856
5530150,1387
5530151,1083
5530152,1046
5530153,1286
5530153,1677
5530154,2179
5530155,2667
5530156,2967
5530157,3001
5530158,2783
5530158,2357
5530159,1859
5530160,1383
5530161,1103
5530162,1030
5530162,1202
5530163,1563
5530164,2094
5530165,2600
5530166,2944
5530167,3042
5530167,2843
5530168,2465
5530169,1966
5530170,1459
5530171,1104
5530172,1032
5530172,1184
5530173,1573
5530174,2085
5530175,2602
5530176,2942
5530177,3035
5530177,2861
5530178,2470
5530179,1963
5530180,1465
5530181,1116
5530182,1029
5530182,1183
5530183,1567
5530184,2084
5530185,2605
5530186,2944
5530187,3043
5530188,2847
5530188,2472
5530189,1960
5530190,1444
5530191,1119
5530192,1031
5530192,1182
5530193,1558
5530194,2089
5530195,2602
5530196,2930
5530197,3046
5530198,2855
5530198,2469
5530199,1958
5530200,1456
5530201,1110
5530202,1031
5530203,1180
5530203,1565
5530204,2098
5530205,2599
5530206,2937
5530207,3045
5530208,2844
5530208,2417
5530209,1896
5530210,1411
5530211,1104
5530212,1035
5530213,1212
5530213,1643
5530214,2150
5530215,2626
5530216,2957
5530217,3017
5530218,2838
5530218,2411
5530219,1894
5530220,1397
5530221,1108
5530222,1038
5530223,1198
5530223,1644
5530224,2154
5530225,2638
5530226,2952
5530227,3026
5530228,2834
5530228,2419
5530229,1886
5530230,1398
5530231,1104
5530232,1024
5530233,1196
5530233,1576
5530234,2084
5530235,2593
5530236,2938
5530237,3045
5530238,2853
5530238,2476
5530239,1954
5530240,1448
5530241,1116
5530242,1033
5530243,1185
5530243,1581
5530244,2092
5530245,2589
5530246,2940
5530247,3041
5530248,2858
5530248,2483
5530249,1952
5530250,1460
5530251,1121
5530252,1035
5530253,1190
5530253,1573
5530254,2096
5530255,2598
5530256,2943
5530257,3054
5530258,2860
5530258,2483
5530259,1955
5530260,1457
5530261,1114
5530262,1046
5530263,1183
5530263,1572
5530264,2099
5530265,2594
5530266,2949
5530267,3049
5530268,2859
5530268,2476
5530269,1952
5530270,1457
5530271,1108
5530272,1037
5530273,1197
5530273,1579
5530274,2077
5530275,2606
5530276,2947
5530277,3047
5530278,2857
5530278,2483
5530279,1955
5530280,1461
5530281,1104
5530282,1037
5530283,1199
5530283,1576
5530284,2090
5530285,2603
5530286,2947
5530287,3037
5530288,2843
5530289,2464
5530289,1963
5530290,1458
5530291,1122
5530292,1034
5530293,1186
5530294,1577
5530294,2090
5530295,2602
5530296,2943
5530297,3041
5530298,2840
5530299,2412
5530300,1866
5530300,1381
5530301,1079
5530302,1042
5530303,1264
5530304,1656
5530305,2182
5530305,2660
5530306,2975
5530307,3015
5530308,2751
5530309,2336
5530310,1787
5530310,1343
5530311,1061
5530312,1051
5530313,1305
5530314,1716
5530315,2250
5530316,2727
5530316,2992
5530317,2995
5530318,2760
5530319,2327
5530320,1791
5530321,1340
5530321,1053
5530322,1055
5530323,1312
5530324,1713
5530325,2246
5530326,2723
5530326,2990
5530327,3001
5530328,2747
5530329,2332
5530330,1793
5530331,1320
5530331,1065
5530332,1052
5530333,1305
5530334,1707
5530335,2249
5530336,2714
5530336,2994
5530337,3000
5530338,2757
5530339,2327
5530340,1782
5530341,1313
5530341,1066
5530342,1055
5530343,1301
5530344,1717
5530345,2250
5530346,2725
5530346,2997
5530347,3005
5530348,2759
5530349,2336
5530350,1789
5530351,1320
5530351,1046
5530352,1054
5530353,1312
5530354,1712
5530355,2202
5530355,2675
5530356,2972
5530357,3004
5530358,2786
5530359,2351
5530360,1865
5530360,1376
5530361,1076
5530362,1033
5530363,1284
5530364,1672
