Time,Volt_In
3034241,2980
3034242,3030
3034242,3027
3034243,2940
3034244,2794
3034245,2608
3034246,2374
3034247,2137
3034247,1864
3034248,1613
3034249,1386
3034250,1207
3034251,1091
3034252,1034
3034252,1041
3034253,1112
3034254,1241
3034255,1417
3034256,1647
3034256,1896
3034257,2162
3034258,2428
3034259,2660
3034260,2820
3034261,2949
3034261,3016
3034262,3034
3034263,2974
3034264,2851
3034265,2664
3034266,2439
3034266,2191
3034267,1938
3034268,1672
3034269,1465
3034270,1258
3034271,1110
3034271,1039
3034272,1028
3034273,1091
3034274,1197
3034275,1357
3034275,1569
3034276,1832
3034277,2096
3034278,2378
3034279,2575
3034280,2780
3034280,2926
3034281,3007
3034282,3029
3034283,2980
3034284,2894
3034284,2723
3034285,2534
3034286,2310
3034287,2052
3034288,1805
3034288,1562
3034289,1335
3034290,1180
3034291,1086
3034292,1023
3034293,1051
3034293,1137
3034294,1290
3034295,1484
3034296,1745
3034297,1969
3034298,2243
3034298,2491
3034299,2715
3034300,2872
3034301,3003
3034302,3030
3034303,3005
3034303,2919
3034304,2765
3034305,2559
3034306,2332
3034307,2075
3034308,1805
3034308,1566
3034309,1346
3034310,1179
3034311,1074
3034312,1029
3034313,1039
3034314,1127
3034314,1291
3034315,1495
3034316,1742
3034317,1972
3034318,2238
3034319,2497
3034319,2714
3034320,2874
3034321,2992
3034322,3039
3034323,3007
3034324,2921
3034324,2769
3034325,2561
3034326,2332
3034327,2077
3034328,1819
3034329,1567
3034329,1344
3034330,1181
3034331,1064
3034332,1024
3034333,1045
3034333,1124
3034334,1261
3034335,1482
3034336,1689
3034337,1947
3034338,2209
3034338,2472
3034339,2693
3034340,2869
3034341,2978
3034342,3026
3034343,3009
3034343,2932
3034344,2788
3034345,2590
3034346,2360
3034347,2097
3034348,1829
3034348,1579
3034349,1371
3034350,1195
3034351,1083
3034352,1031
3034353,1038
3034354,1124
3034354,1271
3034355,1471
3034356,1679
3034357,1958
3034358,2214
3034359,2469
3034359,2689
3034360,2860
3034361,2967
3034362,3026
3034363,3001
3034364,2925
3034364,2785
3034365,2587
3034366,2359
3034367,2117
3034368,1858
3034368,1606
3034369,1381
3034370,1203
3034371,1096
3034372,1029
3034373,1033
3034373,1106
3034374,1240
3034375,1415
3034376,1619
3034377,1880
3034377,2152
3034378,2404
3034379,2647
3034380,2809
3034381,2948
3034382,3017
3034382,3027
3034383,2954
3034384,2841
3034385,2657
3034386,2441
3034387,2168
3034387,1908
3034388,1653
3034389,1435
3034390,1241
3034391,1105
3034392,1036
3034392,1032
3034393,1099
3034394,1232
3034395,1396
3034396,1619
3034397,1874
3034398,2142
3034398,2406
3034399,2652
3034400,2813
3034401,2943
3034402,3027
3034403,3034
3034403,2962
3034404,2847
3034405,2644
3034406,2447
3034407,2171
3034408,1903
3034408,1652
3034409,1423
3034410,1241
3034411,1119
3034412,1029
3034413,1029
3034413,1095
3034414,1234
3034415,1396
3034416,1627
3034417,1870
3034417,2119
3034418,2370
3034419,2619
3034420,2799
3034421,2935
3034422,3012
3034422,3019
3034423,2977
3034424,2858
3034425,2664
3034426,2454
3034427,2198
3034427,1934
3034428,1681
3034429,1446
3034430,1269
3034431,1121
3034432,1044
3034432,1021
3034433,1088
3034434,1204
3034435,1384
3034436,1603
3034437,1848
3034437,2102
3034438,2380
3034439,2596
3034440,2794
3034441,2933
3034442,3017
3034442,3029
3034443,2980
3034444,2843
3034445,2676
3034446,2459
3034447,2186
3034447,1933
3034448,1689
3034449,1452
3034450,1253
3034451,1117
3034452,1033
3034452,1031
3034453,1092
3034454,1199
3034455,1374
3034456,1613
3034457,1850
3034458,2123
3034458,2371
3034459,2595
3034460,2796
3034461,2928
3034462,3014
3034463,3026
3034463,2970
3034464,2852
3034465,2685
3034466,2473
3034467,2238
3034467,1988
3034468,1740
3034469,1491
3034470,1286
3034471,1139
3034472,1046
3034472,1022
3034473,1070
3034474,1166
3034475,1342
3034476,1564
3034477,1798
3034477,2075
3034478,2308
3034479,2536
3034480,2739
3034481,2899
3034481,2991
3034482,3026
3034483,2996
3034484,2926
3034485,2780
3034485,2590
3034486,2365
3034487,2121
3034488,1863
3034489,1602
3034489,1379
3034490,1212
3034491,1076
3034492,1034
3034493,1040
3034494,1111
3034495,1253
3034495,1480
3034496,1674
3034497,1930
3034498,2189
3034499,2427
3034499,2658
3034500,2826
3034501,2951
3034502,3026
3034503,3023
3034504,2955
3034504,2828
3034505,2645
3034506,2431
3034507,2180
3034508,1939
3034508,1684
3034509,1463
3034510,1263
3034511,1115
